page,sl_no,ministry,sector,project_name,agency,project_code,legacy_ocms_code,pmgid,state,date_of_approval,start_date,original_target_doc,revised_doc,original_cost_crore,revised_cost_crore,cumulative_expenditure_crore,physical_progress_pct
133,1443,Ministry of Road Transport & Highways,Roads & Highways,6L Amritsar-Bathinda Greenfield section from Jn. with Bhagta Bhai Ka-Bhadaur Road near Dyalpura Bhai Ka to Jn. with Mandi Dabwali Bathinda Road on NH-54 near Sangat Kalan from km 93.000 to km 154.866 of NH-754A Pkg-3,NHAI,618618,-,-,Punjab,03/2021,06/2024,06/2026,07/2027,2029.17,2677.23,1442.16,74.0
133,1444,Ministry of Road Transport & Highways,Roads & Highways,6L Access Controlled Ludhiana-Bathinda Greenfield highway from Jn. with Amritsar- Bathanda Greenfield Road NH-754A near Rampura Phul to Jn. with Moga-Barnala Road NH-703 near village Tallewal from Km 0.0 to Km 30.3 of NH-754AD Pkg-1,NHAI,618647,-,-,Punjab,06/2021,09/2023,09/2025,10/2026,906.51,1020.52,687.82,81.5
133,1445,Ministry of Road Transport & Highways,Roads & Highways,"Development of 6-lane Greenfield Southern Ludhiana Bypass from intersection with NH-44 near Village Rajgarh to intersection with Delhi Katra Expressway NE-5 near Village Ballowal, km 0000 to km 25240",NHAI,618648,-,-,Punjab,11/2024,03/2026,03/2028,03/2028,1424.55,1424.55,162.39,5.79
133,1446,Ministry of Road Transport & Highways,Roads & Highways,Moga - Bagha Purana - Bajakhana from km. 0.00 to km. 43.32,NHAI,618764,-,-,Punjab,05/2020,12/2022,12/2024,12/2026,1032.59,1264.17,799.77,76.0
133,1447,Ministry of Road Transport & Highways,Roads & Highways,4L of Greenfield section from Sirhind to Mohali,NHAI,618776,-,-,Punjab,03/2022,05/2023,05/2025,09/2026,1237.65,1301.15,1391.6,98.66
133,1448,Ministry of Road Transport & Highways,Roads & Highways,4/6L Greenfield LudhianaRupnagar highway from Jn. with NE-5 village near to ManewalLudhiana to Jn. with NH-205 near Bheora Village Rupnagar from Km 66.0 to Km 91.0 i/c spur to Kharar from Km 0.0 to Km 19.5 with Ludhiana bypass of NH-205K Pkg-3,NHAI,618785,-,-,Punjab,07/2021,02/2023,02/2025,12/2026,1501.02,1815.13,1162.52,80.25
133,1449,Ministry of Road Transport & Highways,Roads & Highways,4L of Phagwara - Hoshiarpur,NHAI,618786,-,-,Punjab,11/2022,03/2025,03/2027,07/2027,1196.38,1503.79,556.23,20.03
133,1450,Ministry of Road Transport & Highways,Roads & Highways,4L of Fazilka to Abohar section of NH-07 including construction of Greenfield Abohar & Fazilka Bypasses,NHAI,618793,-,-,Punjab,03/2023,04/2024,04/2026,08/2027,1409.88,1674.04,913.89,67.0
133,1451,Ministry of Road Transport & Highways,Roads & Highways,Amritsarairport Junction - Ramdas from km. 100.835 to km. 139.813 Pkg - IV,NHAI,618794,-,-,Punjab,12/2020,03/2022,09/2023,09/2026,524.88,416.58,395.48,96.0
133,1452,Ministry of Road Transport & Highways,Roads & Highways,Amritsar Bypass Pkg III from km. 71.496 to km. 105.158,NHAI,618795,-,-,Punjab,02/2021,08/2022,08/2024,12/2026,1474.77,1228.42,1222.67,82.88
133,1453,Ministry of Road Transport & Highways,Roads & Highways,4L of Beas-Mehta-Batala-Dera Baba Nanak from intersection with Jalandhar-Amritsar Highway NH-3 near Beas till start of Batala Bypass near Village Acchhal from Km. 0.000 to Km. 31.300 Pkg-1,NHAI,618809,-,-,Punjab,08/2021,06/2023,06/2025,05/2027,809.51,966.99,670.85,68.2
133,1454,Ministry of Road Transport & Highways,Roads & Highways,4L of existing Beas Baba Bakala - Dera Baba Nanak Section from start of Batala Bypass till intersection with Ajnala Gurdaspur Highway NH 354 near Dera Baba Nanak from Km. 31.300 to Km. 69.100 with Additional batala Bypass Pkg-II,NHAI,618810,-,-,Punjab,10/2021,06/2023,06/2025,03/2027,1003.38,993.6,800.86,80.9
133,1455,Ministry of Road Transport & Highways,Roads & Highways,4L of Amritsar-Ghoman - Tanda - Una Section from Km 8.270 to Km 54.000 of NH- 503A Package-I,NHAI,618906,-,-,Punjab,12/2020,06/2022,06/2024,03/2027,857.91,1443.47,772.91,68.9
133,1456,Ministry of Road Transport & Highways,Roads & Highways,6L Amritsar-Bathinda Greenfield section from Jn. with Moga Jalandhar road NH-703 near Dharamkot to Jn. with Bhagta Bhai Ka-Bhadaur Road near Dyalpura Bhai Ka from km 39.000 to km 93.000 of NH-754A Pkg-2,NHAI,619099,-,-,Punjab,03/2021,06/2024,06/2026,06/2027,1801.37,2172.71,1268.39,66.53
133,1457,Ministry of Road Transport & Highways,Roads & Highways,6L Access Controlled Ludhiana-Bathinda Greenfield highway from Jn. with Moga- Barnala Road NH-703 near village Tallewal to Jn. with Delhi-Katra Expressway NE-5 near Ludhiana village Ballowal from Km 30.300 to Km 75.543 of NH-754AD Pkg-2,NHAI,619105,-,-,Punjab,07/2021,09/2025,09/2027,09/2027,1555.13,1564.66,711.39,25.55
133,1458,Ministry of Road Transport & Highways,Roads & Highways,Delhi-Amritsar-Katra Expressway Phase-I Spur-III from Junction with Amritsar- Jalandhar road NH-3 near Bhishambarpura to Junction with Amritsar-Anjala road NH- 354 near Amritsar Airport [Km 71000 to Km 99000 of Amritsar connectivity],NHAI,619200,-,-,Punjab,03/2021,11/2022,10/2024,10/2027,1641.75,1951.7,1364.2,33.85
134,1459,Ministry of Road Transport & Highways,Roads & Highways,4/6L Greenfield Ludhiana Rupnagar highway from Jn. with NE-5 village near to ManewalLudhiana to Jn. with NH-205 near Bheora Village Rupnagar from Km. 0.00 to Km. 37.7 including spur to Kharar with Ludhiana bypass of NH-205K Pkg-1,NHAI,619318,-,-,Punjab,05/2021,12/2022,12/2024,12/2027,1368.91,1382.48,533.33,15.31
134,1460,Ministry of Road Transport & Highways,Roads & Highways,Widening of Pachpadra-Bagundi Section to 4 Lane from Km 73/60 to 95/70 of NH-25 on EPC mode in the state of Rajasthan.,MoRTH,617901,-,-,Rajasthan,01/2022,12/2022,12/2024,07/2026,194.88,194.88,55.29,98.58
134,1461,Ministry of Road Transport & Highways,Roads & Highways,Construction of 2 lane with paved shoulder for the work of Development of remaining sections of NH-325 Balotra to sanderao via Jalore to 2 lane with paved shoulder configuration by Construction of Byasses for town portions1 Asotra- Brahmdham bypass 2Siwana Bypass 3 Mokalsar Bypass 4 Major realignment at Kathadi 5 Major realignment at Bishangarh 6 Jalore Bypass 7 Ahore Town portion 8 Dujana Bypass in the state of Rajasthan on EPC Mode,MoRTH,618011,-,-,Rajasthan,12/2021,05/2022,05/2024,10/2026,411.44,411.44,85.69,92.77
134,1462,Ministry of Road Transport & Highways,Roads & Highways,Upgradation to Two-lane with paved shoulder of Hanumangarh to Kenchiyan section from Km 0.000existing chainage-Km 23.200 to Km 49.605existing chainage-Km 74.645 of NH-54 in the State of Rajasthan on EPC mode.,MoRTH,618069,-,-,Rajasthan,03/2022,10/2024,10/2026,10/2026,334.64,334.64,0.0,72.0
134,1463,Ministry of Road Transport & Highways,Roads & Highways,Up-gradation to 2 lane with paved shoulder from Neechli Oden Nathdwara at Design Km 88.800 existing km 55.95 to Bhatewar at Design Km 142.028 existing km 0.00 of NH-162E in the State of Rajasthan on EPC mode.,MoRTH,618092,-,-,Rajasthan,02/2023,10/2024,10/2026,10/2026,606.61,606.61,304.62,63.52
134,1464,Ministry of Road Transport & Highways,Roads & Highways,Upgradation to 2-Lane with Paved Shoulder from Design Km 36300 to Design Chainage 47918 and from Design Ch 69900 to Design Ch 83940 of NH-248A Natni Ka Bara in the State of Rajasthan on EPC Mode.,MoRTH,618117,-,-,Rajasthan,02/2024,11/2024,05/2026,08/2026,154.89,154.89,15.13,23.0
134,1465,Ministry of Road Transport & Highways,Roads & Highways,Construction of 2 lane with Paved Shoulder for Northern Bypass Phase-II of Kota city in the State of Rajasthan.,MoRTH,618200,-,-,Rajasthan,03/2022,10/2023,04/2025,11/2026,317.74,317.74,6.14,50.33
134,1466,Ministry of Road Transport & Highways,Roads & Highways,Balance work of Rehabilitation and Up-gradation to 4-Lane configuration of Ras- Beawar Section Km 00.000 to km 30.050 of NH-158 in the State of Rajasthan under Green National Highway Corridor Project GNHCP.,MoRTH,618235,-,-,Rajasthan,01/2025,06/2025,12/2026,12/2026,278.1,278.1,99.13,56.2
134,1467,Ministry of Road Transport & Highways,Roads & Highways,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-10 Ch. 292.950 to Ch. 319.400 [End of Interchange on NH-166 near village Mui to Hardeoganj village near Indergarh],NHAI,618457,-,-,Rajasthan,11/2019,05/2021,05/2023,09/2026,1272.97,1265.16,1150.13,95.25
134,1468,Ministry of Road Transport & Highways,Roads & Highways,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-15 Ch. 419.000 to Ch.427.300 [Junction with NH-12 near village Ummedpura to Major bridge over Takli river near Nayagaon Jageer village],NHAI,618458,-,-,Rajasthan,07/2020,07/2021,01/2024,08/2026,1854.68,1854.68,1530.92,98.28
134,1469,Ministry of Road Transport & Highways,Roads & Highways,Sangariya near Chautala-Rasisar near Bikaner section of NH-754K Phase-I AJ/SR- Package-7,NHAI,618611,-,-,Rajasthan,02/2019,06/2021,06/2023,08/2026,520.63,548.42,450.59,100.0
134,1470,Ministry of Road Transport & Highways,Roads & Highways,Deogarh near Dhandhaniya-Rajasthan/Gujarat Border Phase-I AJ/DRGB-Package-6,NHAI,618612,-,-,Rajasthan,10/2019,08/2021,08/2023,08/2026,846.59,740.62,705.48,100.0
134,1471,Ministry of Road Transport & Highways,Roads & Highways,Deogarh near Dhandhaniya-Rajasthan/Gujarat Border Phase-I AJ/DRGB-Package-7,NHAI,618613,-,-,Rajasthan,10/2019,07/2021,07/2023,08/2026,662.08,597.77,561.75,99.2
134,1472,Ministry of Road Transport & Highways,Roads & Highways,6L access controlled Highway from Km 40080 to Km 86513 Mator to Barodameo Section,NHAI,618757,-,-,Rajasthan,09/2022,03/2024,03/2026,06/2027,2010.2,1565.88,708.28,37.27
134,1473,Ministry of Road Transport & Highways,Roads & Highways,6L accesscontrolled highway from km 0000 to km 40080 Paniyala to Mator Section of Paniyala-Barodameo ICR,NHAI,618758,-,-,Rajasthan,09/2022,09/2024,09/2026,08/2026,1764.86,1239.24,571.41,42.75
134,1474,Ministry of Road Transport & Highways,Roads & Highways,Tanot -Ramgarh-Bhadasar-Jaisalmer NH-68 and BhadasarMokal-Sarkaritala up to Pakisthan Border NH-968 Pkg-BM/5,NHAI,618796,-,-,Rajasthan,02/2018,04/2019,04/2021,08/2026,828.58,830.37,755.88,100.0
135,1475,Ministry of Road Transport & Highways,Roads & Highways,"Widening Strengthening of 2-Lane with Paved Shoulder from MyajlarJaisalmer from Design Chainage 0000 to 98350 Section of NH-11 & SundraMyajlarAmbasingh ki Dhani Road from Design Chainage 46000 to 81601, part of MunabaoTanot Road Section of NH-70 along with Strengthening/Widening of Existing Connection of NH-70 & NH-11 of length 0.914 km in the State of Rajasthan under NHO on Hybrid Annuity Mode",NHAI,618797,-,-,Rajasthan,03/2025,12/2025,12/2027,12/2027,1237.71,927.02,94.08,21.22
135,1476,Ministry of Road Transport & Highways,Roads & Highways,4L of Karwar Km. 281.980 of NH-62 Nagaur road to Dangiyavas of Jodhpur Ring Road Pkg-II,NHAI,618838,-,-,Rajasthan,11/2021,08/2022,08/2024,08/2026,736.75,512.77,463.98,100.0
135,1477,Ministry of Road Transport & Highways,Roads & Highways,Construction of Four lane Elevated Structure at Raniwada Circle in Sanchore City on NH-68,NHAI,618853,-,-,Rajasthan,01/2024,07/2024,07/2026,11/2026,353.3,241.34,192.88,89.37
135,1478,Ministry of Road Transport & Highways,Roads & Highways,Construction of two lane with paved shoulder of Ghatol Bypass from km 133.250 to km 140.950 of NH-56 old NH No. 113 on EPC mode in the State of Rajasthan.,MoRTH,619251,-,-,Rajasthan,03/2025,03/2026,09/2027,-,170.49,170.49,0.0,17.0
135,1479,Ministry of Road Transport & Highways,Roads & Highways,"Upgradation of 6 laned Jaipur- Kishangarh section of NH-48 from km 274100 to 363885 involving construction of flyovers and Service road in Rajasthan On Engineering, Procurement & Construction EPC Mode",NHAI,619270,-,-,Rajasthan,03/2026,08/2026,01/2029,08/2028,910.91,910.91,0.0,0.0
135,1480,Ministry of Road Transport & Highways,Roads & Highways,Construction of Elevated Corridor at Kherwara Town on Udaipur Ratanpur Shamlaji Section of NH-48 in Udaipur District in the State of Rajasthan on EPC mode,NHAI,619271,-,-,Rajasthan,03/2026,07/2026,01/2029,01/2029,363.89,363.89,0.38,0.0
135,1481,Ministry of Road Transport & Highways,Roads & Highways,Construction of two lane with paved shoulder Gangtok Bypass Road from Ranipool to Burtuk Ch 0.00 Km to 23.316 L23.316 Km in the State of Sikkim,MoRTH,618071,-,-,Sikkim,10/2021,05/2022,05/2024,12/2026,385.15,342.89,203.36,92.0
135,1482,Ministry of Road Transport & Highways,Roads & Highways,Construction/Up gradation of Existing road to 2 Lane with Paved Shoulder including Geometric Improvement from Ranipool to Pakyong Balance work from Km 2.000 to 16.167 of NH-717-A on EPC basis under SARDP-NE Phase A in the State of Sikkim,NHIDCL,618426,-,-,Sikkim,03/2018,01/2023,07/2024,12/2026,264.84,380.94,127.34,87.03
135,1483,Ministry of Road Transport & Highways,Roads & Highways,Realignment of NH-717A from Design Ch.0.00 Km 77.800 of NH-10 to Design Ch.2.00 Km 3.100 of NH-717A with two lane paved shoulder including Major Bridge of 680 m in the State of Sikkim on EPC Mode-COS work,NHIDCL,618428,-,-,Sikkim,01/2021,04/2021,04/2023,05/2026,264.84,380.94,70.71,100.0
135,1484,Ministry of Road Transport & Highways,Roads & Highways,Construction & Upgradation of existing road to 2-lane with paved shoulder from New Rolep Bridge at km 37.600 to Chochenpheri at km 52.00 in the section of Rongli to Chochenpheri of NH 717B Pkg-II C,NHIDCL,618446,-,-,Sikkim,10/2020,05/2021,05/2024,09/2026,493.42,478.79,395.19,79.13
135,1485,Ministry of Road Transport & Highways,Roads & Highways,Construction of 2-Laning with Paved Shoulder of New Greenfield Alignment From Helipad near Menla at Km 82000 to Menla at Km 94030 of Rhenock-Menla Spur NH- 717B Package-IIIB on EPC Basis under SARDP-NE Phase 'A' in the State of Sikkim.,NHIDCL,618447,-,-,Sikkim,01/2021,02/2021,02/2024,05/2027,410.6,379.3,241.77,82.64
135,1486,Ministry of Road Transport & Highways,Roads & Highways,Construction of 2-Laning with Paved Shoulder of New Greenfield Alignment From Chochenpheri at Km 52000 to Helipad near Menla at Km 82000 of Rhenock-Menla Spur NH-717B Package-IIIA on EPC Basis under SARDP-NE Phase 'A' in the State of Sikkim.,NHIDCL,618448,-,-,Sikkim,10/2020,12/2020,12/2023,05/2027,816.79,786.6,474.96,64.31
135,1487,Ministry of Road Transport & Highways,Roads & Highways,Construction & Upgradation of existing road to 2-lane with paved shoulder from km27.200 End of Rongli bypass to km37.600New Rolep Bridge of Rhenok-Menla spur NH-717B on EPC Mode under SARDP-NE Phase-A in Sikkim Pkg-II B,NHIDCL,618449,-,-,Sikkim,07/2020,10/2020,04/2023,09/2026,230.45,244.91,249.71,86.19
135,1488,Ministry of Road Transport & Highways,Roads & Highways,Rehabilitation & Upgradation of existing road to 2-lane with paved shoulder including geometric improvement of section from start of Rabangla km33.600 to km58.840 under SARDP-NE Phase A Pkg- IV,NHIDCL,618450,-,-,Sikkim,07/2020,10/2020,05/2022,12/2026,292.8,292.8,253.63,65.15
135,1489,Ministry of Road Transport & Highways,Roads & Highways,"Construction of Bypass to Madurai Achambathu Viratipathu in between km 6/850 10/382 of NH 49 Extn New NH 85 including Land Acquisition on Engineering, Procurement & Construction EPC basis Contract under NH O Annual Plan 2021-22 in the state of Tamil Nadu job No.NH-49 Extn New NH 85 - TN-2021-22-997",MoRTH,617962,-,-,Tamil Nadu,03/2022,09/2024,08/2026,08/2026,238.97,260.07,126.56,94.0
135,1490,Ministry of Road Transport & Highways,Roads & Highways,Bangalore Chennai Expressway Phase-III Package II Walajahpet to Arakkonam from Km 180.000 to Km 204.500,NHAI,618478,-,-,Tamil Nadu,01/2021,07/2022,07/2024,08/2026,1106.65,1106.65,593.0,93.04
136,1491,Ministry of Road Transport & Highways,Roads & Highways,Bangalore Chennai Expressway Phase-III Package III Arakkonam to Kancheepuram from Km 204.500 to Km 230.000,NHAI,618479,-,-,Tamil Nadu,12/2020,08/2022,07/2024,12/2027,1525.1,1525.1,360.95,53.56
136,1492,Ministry of Road Transport & Highways,Roads & Highways,Construction of Trumpet Interchange Connecting Bangalore Chennai Expressway km.261705 to km. 262800 with Maduravoyal to Walajapet Section of NH 48 near Sriperumbudur Toll Plaza at km. 35700,NHAI,618480,-,-,Tamil Nadu,05/2023,02/2024,08/2025,10/2026,162.55,162.56,54.98,38.52
136,1493,Ministry of Road Transport & Highways,Roads & Highways,4L Bangalore-Chennai Expressway from Km. 230.000 to Km. 261.705 of Kanchepuram to Sriperumbudur Section Phase-III/Package-IV,NHAI,618481,-,-,Tamil Nadu,02/2021,07/2022,07/2024,10/2026,3605.73,3605.73,987.38,89.97
136,1494,Ministry of Road Transport & Highways,Roads & Highways,Karaipettai to Walajapet from Km 71.015 to 107.091,NHAI,618521,-,-,Tamil Nadu,08/2018,02/2019,02/2021,08/2026,766.51,766.51,613.76,93.55
136,1495,Ministry of Road Transport & Highways,Roads & Highways,Balance Works for six laning of Sriperumbudur to karaipettai section of NH-4 New NH- 48 from 37000 Existing Km 37000 to Km 71015 Existing Km 71000 in Tamilnadu on EPC mode underNHDP Phase-V,NHAI,618522,-,-,Tamil Nadu,06/2024,01/2025,10/2026,03/2027,411.16,411.16,134.65,38.26
136,1496,Ministry of Road Transport & Highways,Roads & Highways,Improving the Alignment of Thoppur Ghat Section from Km 158.500 to Km 165.100 in Dharmapuri - Salem Section of NH-44,NHAI,618561,-,-,Tamil Nadu,03/2024,03/2025,03/2028,03/2028,904.99,731.09,211.34,47.84
136,1497,Ministry of Road Transport & Highways,Roads & Highways,4L of Madurai Ring Road Phase 1 [Vadipatti-Thamrapatti] from km 0.00 - km 29.960,NHAI,618563,-,-,Tamil Nadu,12/2018,03/2020,03/2022,08/2026,900.05,900.05,903.57,99.42
136,1498,Ministry of Road Transport & Highways,Roads & Highways,4L of left-over works including additional structures from Kerala/Tamil Nadu border to Kanyakumari Section from Km 43.0 to Km 96.174 of NH66,NHAI,618608,-,-,Tamil Nadu,11/2022,08/2023,08/2025,12/2026,1564.23,1263.42,980.14,81.85
136,1499,Ministry of Road Transport & Highways,Roads & Highways,6L of Pondavakkam to Kannigaipair from km 96.040 to km 116.100 of NH 716B Pkg- IV,NHAI,618635,-,-,Tamil Nadu,02/2021,01/2023,01/2025,12/2027,1359.81,1359.81,409.35,44.53
136,1500,Ministry of Road Transport & Highways,Roads & Highways,4L of Thirumangalam to Vadugapatti section from km 0.000 to km 36.000 of NH-744,NHAI,618744,-,-,Tamil Nadu,03/2022,02/2023,02/2025,08/2026,1076.97,791.6,685.52,95.95
136,1501,Ministry of Road Transport & Highways,Roads & Highways,Melur - Pilayarpatti - Karaikudi from km 99.920 of NH 38 to km 12.9 of NH 383 Ext.,NHAI,618756,-,-,Tamil Nadu,12/2018,03/2020,03/2022,08/2026,1103.86,1085.41,956.44,98.12
136,1502,Ministry of Road Transport & Highways,Roads & Highways,Construction of New Double Tier 4L Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km -0.342 to Km 20.593 and Package II from Km 4.604 to Km 9.700,NHAI,618800,-,-,Tamil Nadu,03/2023,11/2023,05/2026,03/2029,1616.97,1616.97,250.4,18.13
136,1503,Ministry of Road Transport & Highways,Roads & Highways,Construction of New Double Tier 4-lane Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from Km -0342 to Km 20223 Package 1 from Km - 0342 to Km 4604,NHAI,618801,-,-,Tamil Nadu,03/2023,11/2023,05/2026,03/2029,1388.59,1388.59,275.2,22.8
136,1504,Ministry of Road Transport & Highways,Roads & Highways,Poondiyankuppam Km.67.000 to Sattanathapuram Km.123.800,NHAI,618846,-,-,Tamil Nadu,03/2018,01/2022,01/2024,09/2026,2565.63,2319.35,1210.2,99.8
136,1505,Ministry of Road Transport & Highways,Roads & Highways,4L of Madathukulam - Pollachi from km. 74.38 to km. 116.95 of old NH-209 New NH- 83,NHAI,618894,-,-,Tamil Nadu,01/2019,12/2020,12/2022,09/2026,1772.13,1772.13,1062.67,97.65
136,1506,Ministry of Road Transport & Highways,Roads & Highways,Kamalapuram to Oddanchatram from km. 0.00 to km. 35.822,NHAI,618895,-,-,Tamil Nadu,01/2019,01/2021,01/2023,09/2026,1319.42,1319.42,649.83,93.6
136,1507,Ministry of Road Transport & Highways,Roads & Highways,Balance Works for Four laning of Vikravandi to Sethiyathope section from Km 0.0 to Km 65.96 of NH-45C in Tamil Nadu under NHDP Phase-IV on EPC mode,NHAI,618898,-,-,Tamil Nadu,01/2025,06/2025,06/2027,06/2027,1163.17,834.46,264.13,37.62
136,1508,Ministry of Road Transport & Highways,Roads & Highways,Kallagam km.38.700 to Meensurutti Km.98.433 of NH-227 in Tamil Nadu,NHAI,618899,-,-,Tamil Nadu,02/2018,04/2019,04/2021,08/2026,1499.12,1499.12,1111.9,100.0
136,1509,Ministry of Road Transport & Highways,Roads & Highways,Construction of New Double Tier 4L Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km -0.342 to Km 20.593 and Package IV from Km 14.185 to Km 20.593,NHAI,619045,-,-,Tamil Nadu,03/2023,11/2023,05/2026,03/2029,1205.4,1210.21,88.16,8.58
137,1510,Ministry of Road Transport & Highways,Roads & Highways,6-laning of Krishnagiri Km.0.000 to Walajahpet Km.148.300 section on NH-46 under NHDP-V,NHAI,619074,-,-,Tamil Nadu,12/2009,06/2011,12/2013,08/2026,1673.17,781.74,707.81,99.99
137,1511,Ministry of Road Transport & Highways,Roads & Highways,Chengapalli km 102.035 to Neelambur Km144.680 and Madukkarai Km 170.880 to Walayar K183.010 Package No. NS-2/BOT/TN-08,NHAI,619086,-,-,Tamil Nadu,10/2009,09/2010,03/2013,10/2026,1247.43,285.55,7.24,100.0
137,1512,Ministry of Road Transport & Highways,Roads & Highways,Thorapalli - Agraharam - Jittandahalli Section from km 23.350 to km 60.100 [Hosur to Dhamrapuri Pkg-2],NHAI,619094,-,-,Tamil Nadu,02/2019,12/2021,12/2023,12/2026,1243.57,1272.11,827.88,77.57
137,1513,Ministry of Road Transport & Highways,Roads & Highways,Mahabalipuram - Pondicherry Pkg-I [Mamallapuram to Mugaiyur],NHAI,619129,-,-,Tamil Nadu,02/2019,05/2022,05/2024,01/2027,1360.54,1477.94,904.84,58.65
137,1514,Ministry of Road Transport & Highways,Roads & Highways,Mahabalipuram - Pondicherry Pkg-II [Mugaiyur to Marakkanam],NHAI,619130,-,-,Tamil Nadu,02/2019,12/2023,12/2025,03/2027,1116.13,1463.75,804.69,53.41
137,1515,Ministry of Road Transport & Highways,Roads & Highways,Four Laning of Chettikulam to Natham section of NH-785,NHAI,619131,-,-,Tamil Nadu,03/2018,11/2018,11/2020,06/2026,837.61,823.93,641.93,99.75
137,1516,Ministry of Road Transport & Highways,Roads & Highways,Construction of New Double Tier 4L Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km -0.342 to Km 20.593 and Package III from Km 9.700 to Km 14.185,NHAI,619139,-,-,Tamil Nadu,03/2023,11/2023,05/2026,03/2029,1299.36,1299.36,193.34,17.24
137,1517,Ministry of Road Transport & Highways,Roads & Highways,4 Laning of Paramakudi to Ramanathapuram Section of NH-87 Old NH-49,NHAI,619156,-,-,Tamil Nadu,07/2025,05/2026,05/2028,05/2028,1853.16,1853.16,169.53,0.0
137,1518,Ministry of Road Transport & Highways,Roads & Highways,Access Controlled Highway of 4 Lane with Paved Shoulders from Tiruvallur Design Chainage Km 1756 to TN/AP Broder Design Chainage Km 6151 of NH-716 Chennai- Tirupati Package-1,NHAI,619161,-,-,Tamil Nadu,03/2024,12/2024,12/2026,03/2027,1376.1,1247.7,181.78,46.31
137,1519,Ministry of Road Transport & Highways,Roads & Highways,"Balance works of four lane from km 43.950 Thiruvallur Bypass to km 61.470 Veppampattu Bypass passing through Thannerkulam, Thozur and Sevapet Bypass 17.520 kms of Tirupathi- Tiruttani- Chennai section of NH 205",NHAI,619222,-,-,Tamil Nadu,03/2022,09/2022,09/2024,08/2026,467.99,699.68,595.08,97.92
137,1520,Ministry of Road Transport & Highways,Roads & Highways,6-laning of km 9.900 to km 19/948 Aramgarh to Shamshabad Section of Hyderabad- Bangalore section of NH-44 Under NHO EPC basis in the state of Telangana,MoRTH,617913,-,-,Telangana,01/2018,05/2018,05/2020,06/2026,283.15,300.7,480.41,92.62
137,1521,Ministry of Road Transport & Highways,Roads & Highways,Widening to two/four lane with paved shoulder from Km.180.600 to Km.223.000 of NH-63 on Nizamabad-Jagadalpur road on EPC mode under NHO in the state of Telangana.,MoRTH,617936,-,-,Telangana,10/2016,03/2017,03/2019,-,253.99,183.26,0.0,100.0
137,1522,Ministry of Road Transport & Highways,Roads & Highways,6-Laning of Pune-Hyderabad Section of NH-65 from Km 493/0 to Km 524/0 from Sangareddy X Roads to Madinaguda in the State of Telangana,MoRTH,617939,-,-,Telangana,03/2023,07/2024,07/2026,08/2026,1297.75,1297.75,0.0,45.85
137,1523,Ministry of Road Transport & Highways,Roads & Highways,"Rehabilitation and Upgradation of LB-Nagar to Malkapur section to 6-Lane main carriageway with service roads, drains cum footpath, including VUPs and widening of Minor bridge & road safety provisions from Km. 15/00 to Km 40/00 of NH-65 Old NH-9 under NH O for the year 2020-21 in the state of Telangana on EPC Mode.",MoRTH,617940,-,-,Telangana,03/2021,07/2022,07/2024,12/2026,545.11,545.11,290.36,83.47
137,1524,Ministry of Road Transport & Highways,Roads & Highways,Construction of six lane elevated corridor from km 7.950 Uppal to km 14.200 of NH- 163 to De-Congest the urban limits of Hyderabad-Bhoopalapatnam section on EPC mode in the state of Telangana,MoRTH,617980,-,-,Telangana,03/2018,07/2018,07/2020,12/2027,626.76,626.76,24.4,54.26
137,1525,Ministry of Road Transport & Highways,Roads & Highways,Widening & Strengthening of Existing 2LPS to 4 lane PS from Km 150000 to Km 159000 and Km 165400 to Km 186000 of NH-163 old NH-202 under NH O for the year 2020-21 on EPC Mode in the state of Telangana.,MoRTH,617983,-,-,Telangana,03/2021,07/2022,07/2024,08/2026,317.19,300.56,190.86,91.0
137,1526,Ministry of Road Transport & Highways,Roads & Highways,Rehabilitation and upgradation of NH-167 from design km 113.900 to 154.479 Mallepally Haliya section to two lane with paved shoulders on EPC mode in the stte of Telangana,MoRTH,617994,-,-,Telangana,02/2018,06/2018,11/2019,12/2025,294.13,257.61,249.23,88.22
138,1527,Ministry of Road Transport & Highways,Roads & Highways,Widening to Two Lane with Paved Shoulders from Km 67.000 to Km 114.425 of Kalwakurthy- Mallapally Section of NH 167 Erstwhile section of SH 18 in the State of Telangana on EPC mode under NH O Annual Plan 2016-17,MoRTH,617995,-,-,Telangana,01/2017,05/2017,05/2019,12/2026,300.0,300.0,175.12,99.2
138,1528,Ministry of Road Transport & Highways,Roads & Highways,"Construction of 4-lane flyover at Amberpet-X road, Hyderabad on NH-202 in the State of Telangana",MoRTH,618001,-,-,Telangana,05/2018,06/2021,06/2023,06/2026,216.53,265.88,172.17,92.1
138,1529,Ministry of Road Transport & Highways,Roads & Highways,Rehabiitation and upgradation from km 121/000 to 154/000 Nakrekal to Mallampally section of NH-365 to 2 lane with paved shoulders in the state of Telangana in the EPC mode,MoRTH,618025,-,-,Telangana,03/2018,06/2018,12/2019,09/2026,192.67,192.67,141.82,96.0
