project_id,project_name,sector,state,implementing_agency,planned_start_date,planned_completion_date,actual_start_date,approved_cost,revised_cost,current_status,report_month,physical_progress,planned_progress,financial_progress,expenditure,monthly_expenditure,contractor_status,milestones_completed,milestones_total,milestones_overdue
618850,Nerchowk km 190.000 to Pandoh including Pandoh bypass  km221.305,,(N24000613) (10608) Himachal Pradesh,National Highways Authority of India [NHAI],01/2018,07/2020,,1464.12,1651.67,Newly Added,May2026,100,,51.56,851.56,,,,,
618851,Pandoh bypass 221.305 to Takoli 242.000 of NH-21 in the state of Himachal Pradesh,,(-) (10609) Himachal Pradesh,National Highways Authority of India [NHAI],03/2018,09/2021,,3419.95,4465.94,Newly Added,May2026,95.65,,43.06,1923.02,,,,,
618852,4L  Sundar Nagar Bypass from  Km.173.900 to Km.179.600 of NH-21,,(N24001810) (-) Himachal Pradesh,National Highways Authority of India [NHAI],06/2022,06/2024,,191.11,192.11,Newly Added,May2026,100,,94.84,182.2,,,,,
618878,Rehabilitation and Upgradation to 4L configuration & Strengthening of Sihuni to Rajol from Km 51.000 to Km 72.000 of NH-154 Package-IIA,,(N24002050) (10630) Himachal Pradesh,National Highways Authority of India [NHAI],09/2023,09/2025,,696.65,776.59,Newly Added,May2026,98.24,,40.96,318.1,,,,,
618879,Rehabilitation and Upgradation to 2L PS configuration & Strengthening of Padhar to Bijni section from Km 180.000 to Km 202.815 of NH-154 Pkg-VA,,(-) (10631) Himachal Pradesh,National Highways Authority of India [NHAI],11/2024,11/2026,,930.86,930.86,Newly Added,May2026,94.83,,39.77,370.19,,,,,
618880,Rehabilitation and Up-gradation to 4L configuration & Strengthening of Thanpuri to Paror section from Km 85.135 to Km 100.840 of NH-154 Pkg-IIC,,(-) (10632) Himachal Pradesh,National Highways Authority of India [NHAI],03/2024,12/2025,,815.68,666.79,Newly Added,May2026,54.22,,32.79,218.66,,,,,
618881,4L PS  bijni to mandi section from Km 202.815 to Km 208.000 of NH-20 New NH-154 of Pathankot-Mandi Package-VB,,(-) (10633) Himachal Pradesh,National Highways Authority of India [NHAI],03/2025,09/2027,,1113.02,1112.39,Newly Added,May2026,31.09,,35.84,398.71,,,,,
618888,Rehabilitation and Up-gradation of existing road to 2L PS from End of Hamirpur Bypass near Chilbahal to Bhangbar section from Km. 138.295 to Km.175.270 of NH- 88 Pkg-IV,,(N24002052) (10638) Himachal Pradesh,National Highways Authority of India [NHAI],04/2023,04/2025,,1146.19,1358.62,Newly Added,May2026,93.05,,21.61,293.56,,,,,
618889,"4L of Bhangbar Near Ranital to Kangra Bypass Section of Old NH-88 New NH- 303,503 up to Intersection with NH-154 from Km 175.270 to Km 193.400 Pkg-VB",,(N24001808) (10639) Himachal Pradesh,National Highways Authority of India [NHAI],12/2022,12/2024,,1322.95,1829.49,Newly Added,May2026,97.45,,48.02,878.58,,,,,
618890,2L PS of Hamirpur Bypass from Km 121.175 to Km.138.295 of NH-103&3,,(N24002051) (10640) Himachal Pradesh,National Highways Authority of India [NHAI],10/2023,10/2025,,739.39,754.82,Newly Added,May2026,92.8,,30.93,233.46,,,,,
618891,4L PS from Kalar Bala Village to Nauni Chowk of NH 205 from Km 41.000 to Km 58.450,,(-) (10641) Himachal Pradesh,National Highways Authority of India [NHAI],05/2025,05/2027,,1244.43,786.91,Newly Added,May2026,22.24,,12.03,94.67,,,,,
618921,4L of Kathlighat to Shakral Village from Km 128.835 to Km 146.300 of NH- 5 Shimla Bypass - Pkg I,,(N24002049) (10667) Himachal Pradesh,National Highways Authority of India [NHAI],04/2023,04/2026,,1703.48,2648.8,Newly Added,May2026,53.81,,37.03,980.97,,,,,
618922,4L of Shakral Village to Dhalli Section from Km 146.300 to Km 156.560 Shimla Bypass - Pkg II and Shimla connectivity from Km 0.000 to Km 0.725 of NH-5,,(-) (10668) Himachal Pradesh,National Highways Authority of India [NHAI],03/2024,03/2027,,1956.26,2880.72,Newly Added,May2026,63.17,,43.93,1265.52,,,,,
619003,Solan - Kaithlighat Section of NH-22 Now NH-5 from Km. 106.139 to Km.129.05,,(N24000852) (10804) Himachal Pradesh,National Highways Authority of India [NHAI],11/2018,05/2021,,881.74,1519.53,Newly Added,May2026,90.11,,44.74,679.91,,,,,
619153,4L of HP/Punjab Border - Mo from km. 11.00 to km. 42.00 of Old NH-20 New NH-154 Package-IA,,(N24001812) (11811) Himachal Pradesh,National Highways Authority of India [NHAI],05/2022,05/2024,,1002.11,1363.04,Newly Added,May2026,60.06,,42.58,580.32,,,,,
618038,Construction of Shopian Bypass  on NH-444 taking off  from existing chainage Km 36500 and re-joining at km 47588  of existing Chainage   New Design Ch.  From km 28000 to km 36925 as 2- lane with paved shoulder in the UT of Jammu & Kashmir on EPC mode.,,(-) (-) Jammu and Kashmir,MoRTH,01/2026,01/2028,,224.44,224.44,Newly Added,May2026,3,,0.0,0,,,,,
618201,"Length43.760 Km on SRINAGAR -BARAMULA  URINH-01 in the UT of Jammu & Kashmir under project BEACON, Border Roads Organization BRO on EPC mode.",,(-) (10208) Jammu and Kashmir,MoRTH,11/2024,11/2026,,702.1,702.1,Newly Added,May2026,49.22,,0.0,0,,,,,
618202,length 14.100 km on road Srinagar Baramulla  Uri NH-01 in the UT of Jammu & Kashmir under Project.Package-III,,(N24002185) (10209) Jammu and Kashmir,MoRTH,09/2024,09/2026,,992.43,992.43,Newly Added,May2026,44.1,,3.45,34.26,,,,,
618203,"Construction of 4 lane with paved shoulder Pattan bypass Greenfield bypass from existing Ch. Km 24320 to Km 33760 and Design Ch. from Km 24400 to Km 35300, total length 10.900 km on road SrinagarBaramulla  Uri NH-01 in the UT of Jammu & Kashmir under Project BEACON, Border Roads Organization BRO on EPC mode. Package-II",,(N24002179) (10210) Jammu and Kashmir,MoRTH,08/2024,07/2026,,980.21,980.21,Newly Added,May2026,53.67,,1.68,16.44,,,,,
618204,on road Zozila-Kargil -Leh   NH-1    to 2 lane specifications i.e. Drass alignment   9.30 km    Kharboo realignment   6.30 km    & Kargil alignment   11.50 km    under project Vijayak   BRO    in the UT of Ladakh on EPC Mode,,(N24001999) (-) Jammu and Kashmir,MoRTH,06/2023,06/2025,,426.15,426.15,Newly Added,May2026,54.89,,22.98,97.91,,,,,
618205,"Construction of 4 lane with paved shoulder from Existing Ch. 14200 to 24320 Design Ch. 14200 to 24400, Ch. 33760 to 42780 Design Ch. 35300 to 44294 & Ch. 43440 to 47020 Design Ch. 44958 to 48500 Delina Flyover  including construction of flyover length 1.704 km of total length 22.736 kms in AOR of 760 BRTF on road SRINAGAR BARAMULA  URI NH-01 in the UT of Jammu & Kashmir under project BEACON, Border Roads Organization BRO  Package-IJob No NH-1-J&K-2022-23-110",,(N24001998) (10211) Jammu and Kashmir,MoRTH,08/2023,08/2025,,823.46,823.46,Newly Added,May2026,83.67,,33.73,277.76,,,,,
618206,Widening and Strengthening of Rafiabad-Kupwara-Chowkibal-Tangdhar-Chamkot NH- 701 road from design Ch. From 0000 to 51000 to two lanes with paved shoulders under Project Beacon in the UT of Jammu & Kashmir on EPC mode Package-I.,,(-) (10212) Jammu and Kashmir,MoRTH,11/2024,05/2027,,1404.94,1404.94,Newly Added,May2026,40,,8.43,118.48,,,,,
618220,road NH-144A in the UT of Jammu & Kashmir under Project Sampark BRO on EPC mode Package-V Job no  NH-144A-J&K-2020-21-104,,(N24001897) (10216) Jammu and Kashmir,MoRTH,07/2022,07/2024,,642.24,572.51,Newly Added,May2026,100,,0.0,0,,,,,
618221,on Akhnoor-Poonch Roads on EPC mode NH-144A Package-VII,,(N24002180) (10217) Jammu and Kashmir,MoRTH,07/2024,07/2026,,734.64,734.64,Newly Added,May2026,46.39,,0.0,0,,,,,
618222,Widening and Strengthening up gradation to 2 lane with paved shoulder from existing chainage Km 192.98 to Km 229.820 design chainage Km 162.800 to Km 198.18 under 31 BRTF on Akhnoor-Poonch Road NH-144A in the UT of Jammu and Kashmir under Project Sampark Border Roads Organisation BRO on EPC Mode Package-VIII Job No NH-144A-J&K-2022-2023-111,,(N24002119) (10218) Jammu and Kashmir,MoRTH,01/2024,01/2026,,562.45,562.45,Newly Added,May2026,70.35,,24.39,137.19,,,,,
618223,Rehabilitation and up-gradation to 2 lane with paved shoulder from existing chainage km 64535 to km 85385 Design chainage km 55800 to km 74350 under 13 TF on Akhnoor-Poonch road NH-144A under Project Sampark BRO in the UT of Jammu & Kashmir on EPC mode Package-III Job no  NH-144A-J&K-2019-20-79,,(N24001901) (-) Jammu and Kashmir,MoRTH,09/2021,09/2023,,152.93,152.93,Newly Added,May2026,89.51,,49.46,75.64,,,,,
618224,Akhnoor-Poonch road NH-144A under Project Sampark BRO in the UT of Jammu & Kashmir on EPC mode Package-II Job no  NH-144A-J&K-2019-20-78,,(N24001901) (10219) Jammu and Kashmir,MoRTH,08/2021,08/2024,,796.97,796.97,Newly Added,May2026,92.02,,54.26,432.45,,,,,
618225,Rehabilitation and up-gradation to 2 lane with paved shoulder from existing chainage km 134950 to km 166100 Design chainage km 116980 to km 146700 under 31 TF on Akhnoor-Poonch road NH-144A in the UT of Jammu & Kashmir under Project Sampark BRO on EPC mode Package-VI Job no  NH-144A-J&K-2021-22-106,,(N24001899) (-) Jammu and Kashmir,MoRTH,07/2022,07/2024,,395.25,395.25,Newly Added,May2026,89.16,,36.44,144.04,,,,,
618226,Rehabilitation and upgradation to 2 lane with paved shoulder from existing chainage Km 30.053 to Km 49.150 design chainage Km 30.000 to Km 46.450 including Kandi Tunnel under 31 BRTF on Akhnoor-Poonch Road NH-144A Under Project Sampark in the UT of Jammu & Kashmir EPC modePackage-I Job no NH-144A-J&K-2020-21-83.,,(N24001898) (-) Jammu and Kashmir,MoRTH,11/2022,11/2024,,272.49,272.49,Newly Added,May2026,94,,57.89,157.74,,,,,
618394,Up-gradation to 2-lane with Paved Shoulder from Km 12.850 to Km20.300 of 7.450Km length on Goha-Khellani section and a link road to Goha village of 2.016 km on NH- 244  in UT of Jammu and Kashmir on EPC Mode Pkg-1,,(N24001264) (-) Jammu and Kashmir,NHIDCL,10/2020,04/2022,,228.39,225.37,Newly Added,May2026,94.26,,72.68,163.81,,,,,
618395,"Construction & Upgradation to 2-lane with paved shoulder from Design Ch. Km 51700 at Premnagar km 66315 to Km 66535 New Thatri at Start of Km 83rd, Tunnel Km 82665 of 14.835 Km design length on Chenani-Sudhmahadev-Goha Khellani- Kishtwar-Vailoo Donipawa-Ashajipora section of NH-244 in the UT of J&K on EPC Mode under NHO-Gen Pkg - 2",,(N24001394) (10298) Jammu and Kashmir,NHIDCL,08/2021,02/2023,,512.43,512.43,Newly Added,May2026,53.49,,30.38,155.69,,,,,
618396,Construction & Upgradation to 2 lane with paved shoulder from Design Km. 31.449 Khellani Ex. Km 44.946 to Km 51.700 Prem Nagar Ex. Km 68617 of 20.251 Km length on Khellani - Kishtwar - Chattroo section of NH-244 in the UT of J&K on EPC Mode under NHO-Gen PKG- 1,,(N24001323) (-) Jammu and Kashmir,NHIDCL,03/2021,08/2022,,486.45,486.45,Newly Added,May2026,0,,0.0,0,,,,,
618397,Widening and Up-gradation to 2-Lane with Paved Shoulder of configuration and geometric improvement from Km 0.000 to Km 16.990 on Chenani  Sudhmahadev section of NH-244 in UT of Jammu and Kashmir to be executed on EPC basis,,(-) (-) Jammu and Kashmir,NHIDCL,11/2018,11/2020,,255.9,255.9,Newly Added,May2026,0,,0.0,0,,,,,
618398,Up-gradation to 2-lane with Paved Shoulder from Km 20.300  to Km 29.030 of 8.730 Km length on Goha-Khellani section on NH-244 in UT of Jammu and Kashmir on EPC Mode Package II,,(N24001266) (-) Jammu and Kashmir,NHIDCL,10/2020,04/2022,,210.79,210.79,Newly Added,May2026,96.95,,82.98,174.92,,,,,
618399,Construction of Kishtwar bypass with 2 lane with paved shoulder from Design Km. 80.675 Dulhasti to km 95.550 Bandarkoot  of 14.88 km & a link road to Kishtwar town from 0000 to 1.871 of length1.871 Km on Khellani - Kishtwar - Chattroo section in UT of Jammu and Kashmir on EPC Mode Pkg-4,,(N24001395) (10299) Jammu and Kashmir,NHIDCL,08/2021,08/2023,,859.67,859.67,Newly Added,May2026,50.05,,35.96,309.16,,,,,
618400,Construction & Upgradation to 2-lane with paved shoulder from Design Km 67.805 at the end of Km 83rd Tunnel near Dhrabshalla Ex. Km 83905 to Km 80.675 start of Kishtwar Bypass - Dulhasti Ex. Km 970751 of 12.870 Km length on chenani- Sudhmahadev-Goha Khellani-Kishtwar-vailoo-Donipawa-Ashajipora seition of NH-244 in the UT of J&K on EPC Mode under NHO-Gen Pkg-3,,(N24001341) (-) Jammu and Kashmir,NHIDCL,07/2021,12/2022,,398.51,398.51,Newly Added,May2026,98.55,,24.93,99.35,,,,,
618406,Up-gradation to 4-lane with Paved Shoulder of Jammu-Akhnoor road section of NH- 144A from Ganesh Vihar Km 6.000 to Khati Chowk Km 26.350 in UT of Jammu and Kashmir on EPC basis Pkg-3A,,(N24000868) (-) Jammu and Kashmir,NHIDCL,07/2019,07/2021,,322.49,322.49,Newly Added,May2026,0,,0.0,0,,,,,
618407,Jammu-Akhnoor Road Pkg-I,,(N24001543) (-) Jammu and Kashmir,NHIDCL,01/2023,01/2025,,245.3,245.3,Newly Added,May2026,74.67,,33.68,82.62,,,,,
618494,Delhi-Amritsar-Katra Expressway Phase-II Pkg-XV [Junction with Hiranagar Road near village Gurha Baildaran to Junction with Jammu Ring Road NH-244A near Jakh village from Km 468100 to Km 503250],,(N24001552) (10352) Jammu and Kashmir,National Highways Authority of India [NHAI],09/2022,09/2024,,2714.95,3716.56,Newly Added,May2026,89.37,,44.55,1655.87,,,,,
618495,4/6L Access Control Expressway from Design Chainage Km 515.000 to 528.300 Kunjwani to Sidhra Section of NH-44 and from Design Chainage Km 550.900 to Km 566.520 Domel to Katra Section Phase II-Package XVII,,(N24002061) (10353) Jammu and Kashmir,National Highways Authority of India [NHAI],06/2023,06/2025,,2894.74,2894.74,Newly Added,May2026,64.68,,29.28,847.67,,,,,
618496,Delhi-Amritsar-Katra Expressway Phase-II Pkg-XVI Existing Jakh Vijaypur-Kunjwani section of NH-44 including spur Connectivity to Jammu Airport  NH-144A [Km 503500 to km 514500],,(N24001550) (10354) Jammu and Kashmir,National Highways Authority of India [NHAI],09/2022,09/2024,,1821.72,2522.56,Newly Added,May2026,94.14,,46.43,1171.13,,,,,
618497,Delhi Amritsar Katra Expressway Phase-II Pkg XVIII Development and Upgradation of Four lane Access Control Expressway from Design Chainage KM 530.00 to KM 545.300 Sidhra to Domel Section of NH-44,,(N24002060) (10355) Jammu and Kashmir,National Highways Authority of India [NHAI],11/2023,11/2025,,975.38,975.38,Newly Added,May2026,66.69,,57.87,564.48,,,,,
618541,4L Ring road/bypass around Srinagar city from km 0.000 to km 42.100 Phase-I,,(N24001511) (10390) Jammu and Kashmir,National Highways Authority of India [NHAI],08/2021,02/2024,,2919.96,2604.76,Newly Added,May2026,87.5,,68.11,1774.2,,,,,
618542,4L of existing Wayul  Ganderbal  Pandach Soura section of old NH-1 as a part of Srinagar Ring Road Phase  IIA,,(-) (-) Jammu and Kashmir,National Highways Authority of India [NHAI],05/2026,05/2028,,827.98,827.98,Newly Added,May2026,0,,3.04,25.21,,,,,
618543,4L of twin tube tunnel configuration including approaches from Marog to Digdol from Km.154.210 to Km.158.650 North Bound and from Km.155.940 to Km.160.260 South Bound of  Ramban to Banihal Pkg-I of Old NH-1A New NH-44,,(N24001627) (10391) Jammu and Kashmir,National Highways Authority of India [NHAI],08/2022,08/2025,,1912.17,1034.3,Newly Added,May2026,28.9,,35.8,370.25,,,,,
618544,"4L twin tube tunnel including approaches from Digdol to Khuni Nallah North Bound connecting with existing major bridge on NB and South Bound connecting with Tunnel T4 ,Single tube tunnel of Ramban to Banihal Pkg-II of Old NH-1A New NH-44",,(N24001622) (10392) Jammu and Kashmir,National Highways Authority of India [NHAI],02/2022,06/2024,,1401.87,1020.99,Newly Added,May2026,87.1,,100.88,1029.97,,,,,
618545,"4L of Km.165.092 to Km.171.855 North Bound and from Km.166.895 to Km.173.638 South Bound, excl.  certain reaches of North Bound and South Bound of Ramban to Banihal Pkg-III of Old NH-1A New NH-44",,(N24001621) (-) Jammu and Kashmir,National Highways Authority of India [NHAI],02/2022,08/2024,,614.48,444.76,Newly Added,May2026,42.8,,59.3,263.75,,,,,
618547,2L NH-1 from km 8.660 to km 33.775 Sumbal to Wayul to 4L dual carriageway NH standard as part of Srinagar Ring Road PhaseII [Design Ch. 41.907 to Ch. 66.609],,(N24002059) (10394) Jammu and Kashmir,National Highways Authority of India [NHAI],12/2023,06/2026,,961,643.64,Newly Added,May2026,51.02,,66.93,430.82,,,,,
618549,Construction of twin tube tunnels on Jammu Kashmir Ring Road NH-244A Between Design Ch. 50600 to 51700 and design Ch. 53535 to 55700 on EPC mode under residual NHDP component of Bharatmala Pariyojna,,(N24001926) (10396) Jammu and Kashmir,National Highways Authority of India [NHAI],06/2023,06/2025,,242.65,731.59,Newly Added,May2026,83.87,,90.81,664.39,,,,,
618550,Corridor Efficiency Improvement including removal of black spots in Lakhanpur - Samba section of NH-44 from Chainage Km. 16.300 to Km. 74.100,,(N24001619) (-) Jammu and Kashmir,National Highways Authority of India [NHAI],12/2022,06/2024,,855.74,215.68,Newly Added,May2026,74.63,,92.12,198.69,,,,,
618967,Upgradation and Strengthening of Chenani to Nashri Section via Patnitop of NH244 from Km 0.000 to Km 39.100,,(-) (-) Jammu and Kashmir,National Highways Authority of India [NHAI],08/2024,08/2026,,295.06,295.06,Newly Added,May2026,64,,59.64,175.97,,,,,
619038,Construction/upgradation to 2-lane with paved shoulder from Design Km 95.55 Bandarkoot to Km. 111.06 Chattroo of 15.52 Km length on Khellani-Kishtwar-Chattroo section on NH-244  in UT of Jammu and Kashmir on EPC Mode Pkg-5,,(N24001396) (-) Jammu and Kashmir,NHIDCL,08/2021,02/2023,,497.09,497.09,Newly Added,May2026,99.97,,49.34,245.25,,,,,
618060,Widening and Strengthening of existing paveemnt to two lane with paved shoulders from km 116.00 to km 176.355 of NH-75E in the State of Jharkhand on EPC mode.,,(N24001923) (-) Jharkhand,MoRTH,01/2023,07/2024,,315.21,315.21,Newly Added,May2026,87,,41.1,129.54,,,,,
618083,Construction of byepass around Lohardaga town of NH-143A in the Sate of Jharkhand under EPC mode.,,(-) (-) Jharkhand,MoRTH,01/2024,01/2026,,458.78,458.78,Newly Added,May2026,5,,0.0,0,,,,,
618084,Widening to 2-lane with paved shoulder from km 0.00 to 44.00 Kuru-Ghaghra section of NH-143A including re-construction of culverts and bridges.,,(N24001922) (-) Jharkhand,MoRTH,08/2021,08/2023,,153.01,133.67,Newly Added,May2026,95,,64.03,85.59,,,,,
618123,Widening and Strengthening/Reconstruction to Two Lane with Paved Shoulder/ Two Lane with paved shoulders with service road from km 0000 to km 42250 excluding design Ch. 03220 to 04200 & 28350 to 29060 of NH-320G in the state of Jharkhand under EPC mode,,(N24001925) (-) Jharkhand,MoRTH,08/2023,08/2025,,423.18,423.18,Newly Added,May2026,0,,0.97,4.11,,,,,
618127,Construction of 2- Lane with paved shoulder from km 56.45 Dharampur More to 93.050 Pakur of NH-333A in the State of Jharkhand on EPC mode,,(-) (-) Jharkhand,MoRTH,11/2025,05/2027,,255.73,255.73,Newly Added,May2026,10.4,,3.93,10.06,,,,,
618242,Widening and Reconstruction to 4-lane/4-lane with service road including structures from Pokharia More at Km 47.600 Ex. Km 50.230 to Govindpur at km 62.949 Ex. Km 65.325 of Nh-419 in the State of Jharkhand on EPC mode.,,(-) (-) Jharkhand,MoRTH,01/2024,01/2026,,300.46,300.46,Newly Added,May2026,48.73,,28.45,85.48,,,,,
618534,Construction of Six lane elevated flyover including reconstruction/rehabilitation of existing pavement from Km 426230 to Km 430500  Length  4.27 Km at Nirsa in the Barwa Adda Panagarh section of NH-19 from Km.398.240 to Km.521.120 including Panagarh Bypass in the State of Jharkhand on EPC Mode.,,(-) (-) Jharkhand,National Highways Authority of India [NHAI],02/2026,08/2028,,470.75,470.75,Newly Added,May2026,0,,0.19,0.89,,,,,
618535,Construction of Six lane elevated flyover including reconstruction/rehabilitation of existing pavement from Km 406100 to Km 411150 Length  5.05 Km at Gobindpur area in the Barwa Adda Panagarh section of NH-19 from Km.398.240 to Km.521.120 including Panagarh Bypass in the State of Jharkhand on EPC Mode.,,(-) (-) Jharkhand,National Highways Authority of India [NHAI],09/2025,03/2028,,687.77,442.52,Newly Added,May2026,14.6,,10.78,47.69,,,,,
618641,4 Lane of CG/JH Border-Gumla from km 0.000 to km 32.370 of  NH-43 in the State of Jhrkhand,,(-) (11882) Jharkhand,National Highways Authority of India [NHAI],02/2026,02/2028,,1325.8,1325.8,Newly Added,May2026,1.35,,1.05,13.87,,,,,
618642,4L of Palma to Gumla from km. 26.00 to km. 89.170 of NH-23,,(N24001595) (10459) Jharkhand,National Highways Authority of India [NHAI],04/2022,03/2024,,1882.93,1895.75,Newly Added,May2026,98.96,,48.47,918.87,,,,,
618644,4L of Ormanjhi-Gola section from Km 81.450 to Km 53.600 of NH- 320BPKG-II,,(N24001854) (10460) Jharkhand,National Highways Authority of India [NHAI],06/2023,06/2025,,1214.93,1462.19,Newly Added,May2026,86.57,,59.11,864.26,,,,,
618645,4L of Gola-BokaroJaina More section from Km 53.600 to Km 21.110 of NH-320PKG-1,,(N24002056) (10461) Jharkhand,National Highways Authority of India [NHAI],06/2023,06/2025,,1007.97,1030.64,Newly Added,May2026,78.1,,42.6,439.04,,,,,
618730,6 Lane Greenfield Varanasi- Ranchi- Kolkata Highway from Deoria village to Donoreshan village from km 253.000 to km 288.600  Pkg -10,,(-) (-) Jharkhand,National Highways Authority of India [NHAI],05/2026,05/2028,,1546.27,1546.27,Newly Added,May2026,0,,0.02,0.26,,,,,
618736,4L Elevated corridor of Kalimandir-Dimna Chowk-Baliguma Jamshedpur Section of NH-33 New NH-18 from km 241940 to km 251961 Length 10.021 km,,(-) (10526) Jharkhand,National Highways Authority of India [NHAI],09/2024,03/2027,,936.26,832.2,Newly Added,May2026,44.42,,35.36,294.23,,,,,
618737,Grade separated Interchanges at Km. 113.730 junction with Ranchi  Hazaribagh Road & Km. 139.225 junction with Ranchi  Jamshedpur road on 4L Ranchi Bypass of NH-33,,(-) (-) Jharkhand,National Highways Authority of India [NHAI],12/2025,12/2027,,303.53,5.58,Newly Added,May2026,0,,69.53,3.88,,,,,
618829,4L from km 196.87 Sankha to km 219.6 Khajuri on NH-75 [Rehla / Garhwa Bypass],,(N24001590) (10593) Jharkhand,National Highways Authority of India [NHAI],10/2021,10/2023,,1129.48,1129.48,Newly Added,May2026,93.45,,46.67,527.11,,,,,
618830,4L from Km 147.450 Bhogu to Km 196.870 Sankha on NH-75 Sec-III,,(N24002054) (10594) Jharkhand,National Highways Authority of India [NHAI],11/2023,11/2025,,1517.87,1652.09,Newly Added,May2026,76.95,,60.05,992.09,,,,,
618831,4L from Km 95.400 Udaipura to Km 147.450 Bhogu on NH-75 Sec-II,,(-) (10595) Jharkhand,National Highways Authority of India [NHAI],10/2024,10/2026,,1436.8,1301.54,Newly Added,May2026,27.6,,15.43,200.87,,,,,
618832,4L from Km 55.00 Kuru to Km 95.400 Udaipura on NH-75 Sec-I,,(-) (11879) Jharkhand,National Highways Authority of India [NHAI],01/2026,01/2028,,1274.82,1274.82,Newly Added,May2026,7.41,,6.78,86.46,,,,,
618863,Barhi-Koderma Section of NH31 km 0.00 - km 27.5,,(-) (10618) Jharkhand,National Highways Authority of India [NHAI],11/2019,08/2024,,662.44,826.59,Newly Added,May2026,98.5,,61.79,510.72,,,,,
618946,4L of Mehgama - Hansdiha from  km. 41.900 to km. 93.000 of NH -133A Pkg-II,,(N24002057) (10684) Jharkhand,National Highways Authority of India [NHAI],05/2023,05/2025,,1479.72,1568.18,Newly Added,May2026,99.5,,56.0,878.21,,,,,
618947,4L of NH-80 from km 215.00 to km 260.00 Mirza Chauki to Farkka Pkg-I,,(N24001596) (10685) Jharkhand,National Highways Authority of India [NHAI],12/2021,07/2023,,1504.8,1508.21,Newly Added,May2026,91.83,,53.36,804.77,,,,,
618949,4L of Basukinath- Deoghar Section of NH-114A,,(N24002055) (10686) Jharkhand,National Highways Authority of India [NHAI],12/2023,12/2025,,1444.94,1553.76,Newly Added,May2026,86.44,,42.01,652.67,,,,,
618950,Construction of Bypass to NH-114A Connecting NH-333 and NH-133 Deoghar Bypass from design km 0.000 to design Km 49.000,,(-) (-) Jharkhand,National Highways Authority of India [NHAI],01/2026,01/2028,,1565.47,1565.47,Newly Added,May2026,6.55,,3.14,49.08,,,,,
619005,Construction of bypass around Chatra Town on NH-22 old NH-99 in the state of Jharkhand under EPC Mode,,(-) (-) Jharkhand,MoRTH,01/2026,01/2028,,235.42,199.2,Newly Added,May2026,12,,0.0,0,,,,,
617935,"Construction of Elevated corridor from Km. 135.650 to 136.300 on 63, from Km. 249 to Km. 250.050 on old NH-4 and from Km. 192.910 to Km. 193.350 on NH-218 from decongestion of traffic in Ranichennamma circle in Hubli city in the state of Karnataka on EPC basis",,(N24001938) (-) Karnataka,MoRTH,06/2021,06/2024,,298,349.49,Newly Added,May2026,65,,50.09,175.06,,,,,
617950,Construction of Srinivasapura Bypass from existing Km 453.890 Design Ch. 0000 to existing Km 461.450 Design Ch 10080 on NH-69 in the State of Karnataka Under NH O in EPC mode under Annual Plan 2022-23 NH-69-KNT-2022-23-966 dated 22.11.2022,,(-) (-) Karnataka,MoRTH,07/2025,01/2027,,204.42,204.42,Newly Added,May2026,0,,0.0,0,,,,,
617951,Construction of Chintamani Bypass from Design Ch.0000 Existing Ch.428880 to Design Ch.15400 Existing Ch.444010 on NH-69 in the State of Karnataka in EPC Mode under NHO Annual Plan 2022-23. NH-69-KNT-2022-23-989 dated 24.03.2023,,(-) (-) Karnataka,MoRTH,01/2026,07/2027,,314.55,314.55,Newly Added,May2026,0,,0.0,0,,,,,
617954,Balance work of Rehabilitation and upgrading to 2lane/2lane with paved shoulder configuration and strengthening from from Km 343.80 to 400.33 of Gowribidanur-Chik Ballapur section in the state of Karnataka Under Annual Plan 2021-22 under EPC Mode.-952,,(N24001937) (-) Karnataka,MoRTH,02/2023,02/2025,,398.48,398.48,Newly Added,May2026,93.25,,53.1,211.59,,,,,
617955,Widening to two lane with paved Shoulders from Km 40.00 to Km 75.00   Existing chainages    of Mangalore - Tumkur section of NH-73 in the State of Karnataka on EPC Mode under Annual Plan 2021-22   Job No NH-73-KNT-2021-22-945,,(N24002012) (10150) Karnataka,MoRTH,03/2023,03/2025,,718.52,718.52,Newly Added,May2026,83,,42.98,308.84,,,,,
617989,Construction of Major Bridge at Km.180.865 across river Krishna on NH 167 Hagari Jadcherla section,,(N24001450) (-) Karnataka,MoRTH,05/2019,11/2021,,157.32,187.61,Newly Added,May2026,69,,55.08,103.33,,,,,
617997,Widening of existing 2 lane to 4 lane with paved shoulder from Designed km 25.15 to km 56.70 Except Km 52.70 to 53.50 of NH-169  Nellisara Camp to Thirthahalli  of NH- 169 on Shimoga-Mangalore section in the state of Karnataka on EPC mode under Annual plan 2022-23 NH-169-KNT-2022-23-978 dated 08.03.2023,,(-) (-) Karnataka,MoRTH,02/2026,02/2028,,538.71,538.71,Newly Added,May2026,6,,0.05,0.28,,,,,
617998,Widening to existing 2 lane with paved Shoulder to 4 Lane with paved shoulder from design Km 153.00 to 168.27 Mala Gate to Karkala of NH -169 on Shimoga - Mangalore section in the state of Karnataka on EPC mode under Annula Plan 2021-22 Job No. NH-169-KNT-2021-22-949,,(N24000979) (-) Karnataka,MoRTH,02/2023,02/2025,,177.94,177.94,Newly Added,May2026,83,,62.61,111.41,,,,,
