report_month,state,ministry,sector,project_count,original_cost,revised_cost,expenditure
May2026,Andhra Pradesh,Ministry of Labour and Employment,Healthcare,1,384.27,384.27,253.37
May2026,Andhra Pradesh,Ministry of Petroleum & Natural Gas,Energy Storage,1,2658.34,2810.0,2315.2
May2026,Andhra Pradesh,2315.20,Oil & Gas,4,36642.34,36702.3,33693.43
May2026,Andhra Pradesh,Ministry of Power,Transmission & Distribution,6,20064.43,20064.4,7067.03
May2026,Andhra Pradesh,Ministry of Railways,Railways,25,57100.19,65054.8,38869.67
May2026,Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,92,84981.17,83517.7,31950.62
May2026,Arunachal Pradesh,Department of Higher Education,Education,1,592.61,592.61,551.3
May2026,Arunachal Pradesh,Department of Telecommunications,Telecommunication,1,1255.49,276.62,237.98
May2026,Arunachal Pradesh,Ministry of Petroleum & Natural Gas,Oil & Gas,1,9265.0,9265.0,6895.77
May2026,Arunachal Pradesh,Ministry of Power,Electricity Generation,6,64102.68,83892.9,31604.11
May2026,Arunachal Pradesh,31604.11,Transmission & Distribution,2,4963.8,9338.7,8091.71
May2026,Arunachal Pradesh,Ministry of Railways,Railways,1,435.0,1250.0,867.76
May2026,Arunachal Pradesh,Ministry of Road Transport & Highways,Roads & Highways,13,8895.82,8895.82,1192.45
May2026,Assam,Department of Higher Education,Education,1,153.71,153.71,137.84
May2026,Assam,Department of Telecommunications,Telecommunication,1,1255.49,276.62,237.98
May2026,Assam,"Department of Water Resources, River Development & GR",Water Resources,1,256.16,256.16,44.7
May2026,Assam,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,1712.0,2520.0,2639.99
May2026,Assam,Ministry of Coal,Coal,2,449.23,449.23,218.12
May2026,Assam,Ministry of Petroleum & Natural Gas,Energy Storage,3,10768.4,12947.4,11322.13
May2026,Assam,11322.13,Oil & Gas,13,26943.76,39952.9,29369.14
May2026,Assam,Ministry of Power,Electricity Generation,1,6285.33,26075.5,26277.65
May2026,Assam,26277.65,Transmission & Distribution,1,5111.33,6700.0,5577.75
May2026,Assam,Ministry of Railways,Railways,9,19531.77,21246.8,13013.1
May2026,Assam,Ministry of Road Transport & Highways,Roads & Highways,55,49110.85,49762.0,14374.02
May2026,Bihar,Department of Higher Education,Education,1,499.21,499.21,449.96
May2026,Bihar,Department of Telecommunications,Telecommunication,3,3883.82,2718.14,950.08
May2026,Bihar,"Department of Water Resources, River Development & GR",Waste & Water,5,2351.43,2351.43,1303.45
May2026,Bihar,1303.45,Water Resources,1,1622.27,2430.76,172.97
May2026,Bihar,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,3,3541.56,3541.56,1595.8
May2026,Bihar,Ministry of Health & Family Welfare,Healthcare,7,1628.0,1878.0,930.01
May2026,Bihar,930.01,Healthcare,1,1264.0,1264.0,0.0
May2026,Bihar,Ministry of Housing & Urban Affairs,Urban Public Transport,1,13365.77,13365.8,5198.09
May2026,Bihar,5198.09,Waste & Water,1,158.78,158.78,135.72
May2026,Bihar,Ministry of Petroleum & Natural Gas,Energy Storage,1,10228.0,12407.0,10987.22
May2026,Bihar,10987.22,Oil & Gas,6,23776.5,25641.2,76183.77
May2026,Bihar,"Ministry of Ports, Shipping and Waterways",Inland Waterways,1,5369.18,5061.15,4028.82
May2026,Bihar,Ministry of Power,Electricity Generation,2,40387.09,43704.6,16345.14
May2026,Bihar,16345.14,Transmission & Distribution,3,3119.63,3119.63,161.59
May2026,Bihar,Ministry of Railways,Railways,22,45121.2,49589.6,20258.98
May2026,Bihar,Ministry of Road Transport & Highways,Roads & Highways,81,102533.06,101951.0,31369.01
May2026,Chhattisgarh,Department of Higher Education,Education,1,1188.97,1188.97,0.0
May2026,Chhattisgarh,Department of Telecommunications,Telecommunication,3,7147.17,3937.81,1958.12
May2026,Chhattisgarh,"Department of Water Resources, River Development & GR",Water Resources,2,842.26,1109.33,867.91
May2026,Chhattisgarh,Ministry of Coal,Coal,14,34428.39,34428.4,12754.38
May2026,Chhattisgarh,12754.38,Railways,1,1686.22,2438.53,625.77
May2026,Chhattisgarh,Ministry of Health & Family Welfare,Healthcare,3,975.0,972.85,536.99
May2026,Chhattisgarh,Ministry of Petroleum & Natural Gas,Oil & Gas,2,2769.04,2769.04,548.41
May2026,Chhattisgarh,Ministry of Power,Electricity Generation,2,25321.0,25897.0,6692.33
May2026,Chhattisgarh,Ministry of Railways,Railways,19,35085.53,39920.6,21510.52
May2026,Chhattisgarh,Ministry of Road Transport & Highways,Roads & Highways,25,22236.94,23605.5,8249.98
May2026,Chhattisgarh,Ministry of Steel,Metals & Mining,1,1700.0,1756.2,263.01
May2026,Chhattisgarh,263.01,Steel,5,7180.39,9700.39,6125.3
May2026,Dadra & Nagar Haveli and Daman & Diu,Ministry of Railways,Railways,1,108000.0,108000.0,90966.89
May2026,Dadra & Nagar Haveli and Daman & Diu,Ministry of Road Transport & Highways,Roads & Highways,2,2107.8,2891.81,745.47
May2026,Delhi,Department of Higher Education,Education,2,706.49,709.42,357.39
May2026,Delhi,Department of Telecommunications,Telecommunication,1,248.2,248.2,237.39
May2026,Delhi,Ministry of Health & Family Welfare,Healthcare,2,4799.19,4799.19,98.17
May2026,Delhi,Ministry of Housing & Urban Affairs,Real Estate,1,32850.0,32841.0,14370.45
May2026,Delhi,14370.45,Urban Public Transport,4,51594.36,51594.4,21480.25
May2026,Delhi,Ministry of Power,Transmission & Distribution,3,3038.0,3038.0,2324.5
May2026,Delhi,Ministry of Railways,Railways,5,19348.46,20637.1,10820.5
May2026,Delhi,Ministry of Road Transport & Highways,Roads & Highways,6,11477.2,15088.6,10793.75
May2026,Goa,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,255.69,255.69,158.78
May2026,Goa,Ministry of Railways,Railways,3,7696.49,8074.62,6493.96
May2026,Goa,Ministry of Road Transport & Highways,Roads & Highways,5,2476.3,2252.18,237.57
May2026,Gujarat,Department of Higher Education,Education,1,490.63,490.63,337.74
May2026,Gujarat,"Department of Water Resources, River Development & GR",Water Resources,1,20718.17,33412.5,31943.15
May2026,Gujarat,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,2,1668.1,1914.1,1010.66
May2026,Gujarat,Ministry of Coal,Electricity Generation,4,5421.78,5421.78,2650.81
May2026,Gujarat,Ministry of Health & Family Welfare,Healthcare,3,1845.0,2477.48,2171.08
May2026,Gujarat,Ministry of Housing & Urban Affairs,Real Estate,1,539.0,539.0,623.44
May2026,Gujarat,623.44,Urban Public Transport,1,12020.32,12020.3,9031.25
May2026,Gujarat,Ministry of Labour and Employment,Healthcare,2,763.99,763.99,107.55
May2026,Gujarat,Ministry of Petroleum & Natural Gas,Energy Storage,3,19472.86,19420.4,16203.03
May2026,Gujarat,16203.03,Oil & Gas,11,32704.12,32400.0,86424.59
May2026,Gujarat,"Ministry of Ports, Shipping and Waterways",Shipping,2,4414.64,4455.25,2534.5
May2026,Gujarat,2534.50,"Tourism, Hospitality & Wellness",1,573.0,1238.05,624.41
May2026,Gujarat,Ministry of Power,Electricity Generation,1,339.35,339.35,370.0
May2026,Gujarat,370.00,Transmission & Distribution,14,64870.45,64870.4,10378.14
May2026,Gujarat,Ministry of Railways,Railways,27,189399.71,267208.0,239926.57
May2026,Gujarat,Ministry of Road Transport & Highways,Roads & Highways,46,49689.47,55574.5,25414.42
May2026,Haryana,Department for Promotion of Industry & Internal Trade,Logistics Infrastructure,1,763.0,763.0,430.0
May2026,Haryana,Ministry of Health & Family Welfare,Healthcare,1,1299.0,1646.43,689.42
May2026,Haryana,Ministry of Housing & Urban Affairs,Urban Public Transport,2,11683.71,11683.7,717.7
May2026,Haryana,717.70,Waste & Water,1,278.01,278.01,228.49
May2026,Haryana,Ministry of Petroleum & Natural Gas,Energy Storage,1,9028.0,9028.0,7456.3
May2026,Haryana,7456.30,Oil & Gas,6,46284.07,49955.1,37136.51
May2026,Haryana,Ministry of Power,Transmission & Distribution,2,11326.0,11326.0,2878.95
May2026,Haryana,Ministry of Railways,Railways,4,53464.0,126368.0,125828.27
May2026,Haryana,Ministry of Road Transport & Highways,Roads & Highways,24,32523.29,35571.1,14396.11
May2026,Himachal Pradesh,Department of Higher Education,Education,3,811.15,921.89,683.14
May2026,Himachal Pradesh,Ministry of Power,Electricity Generation,3,5113.04,11168.7,4162.08
May2026,Himachal Pradesh,Ministry of Railways,Railways,3,17005.0,17005.1,10692.91
May2026,Himachal Pradesh,Ministry of Road Transport & Highways,Roads & Highways,25,22698.11,26851.5,10103.06
May2026,Jammu and Kashmir,Department of Higher Education,Education,1,424.93,500.91,484.52
May2026,Jammu and Kashmir,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,861.37,861.37,327.3
May2026,Jammu and Kashmir,Ministry of Health & Family Welfare,Healthcare,3,2478.0,2810.84,1968.15
May2026,Jammu and Kashmir,Ministry of Petroleum & Natural Gas,Oil & Gas,2,1059.9,1059.9,314.6
May2026,Jammu and Kashmir,Ministry of Power,Electricity Generation,4,22207.77,27945.1,16421.23
May2026,Jammu and Kashmir,16421.23,Transmission & Distribution,1,218.6,218.6,3.72
May2026,Jammu and Kashmir,Ministry of Road Transport & Highways,Roads & Highways,38,34609.44,34690.9,13446.58
May2026,Jharkhand,Department of Telecommunications,Telecommunication,3,7147.17,3937.81,1958.12
May2026,Jharkhand,"Department of Water Resources, River Development & GR",Water Resources,2,5430.04,12010.3,6213.24
May2026,Jharkhand,Ministry of Coal,Coal,27,49452.09,49216.4,10657.97
May2026,Jharkhand,10657.97,Railways,1,1799.64,2564.34,1713.19
May2026,Jharkhand,Ministry of Health & Family Welfare,Healthcare,2,500.0,958.9,336.0
May2026,Jharkhand,Ministry of Housing & Urban Affairs,Waste & Water,3,654.14,654.14,403.16
May2026,Jharkhand,Ministry of Petroleum & Natural Gas,Energy Storage,1,10228.0,12407.0,10987.22
May2026,Jharkhand,10987.22,Oil & Gas,2,633.07,633.07,326.8
May2026,Jharkhand,"Ministry of Ports, Shipping and Waterways",Inland Waterways,1,5369.18,5061.15,4028.82
May2026,Jharkhand,Ministry of Power,Coal,2,2083.0,2365.0,1033.41
May2026,Jharkhand,Ministry of Power,Electricity Generation,2,33026.0,34660.0,21029.19
May2026,Jharkhand,21029.19,Transmission & Distribution,1,1842.25,1842.25,1648.05
May2026,Jharkhand,Ministry of Railways,Railways,14,38516.93,39377.6,11573.53
May2026,Jharkhand,Ministry of Road Transport & Highways,Roads & Highways,39,43814.04,42851.7,13862.19
May2026,Jharkhand,Ministry of Steel,Steel,6,2854.58,3572.87,2006.21
May2026,Karnataka,Department for Promotion of Industry & Internal Trade,Real Estate,1,1701.81,1701.81,300.46
May2026,Karnataka,"Department of Water Resources, River Development & GR",Water Resources,1,770.16,1606.07,1515.6
May2026,Karnataka,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,3,1143.4,1143.4,765.96
May2026,Karnataka,Ministry of Housing & Urban Affairs,Urban Public Transport,3,56804.24,61094.2,40189.4
May2026,Karnataka,40189.40,Waste & Water,1,162.73,162.73,79.5
May2026,Karnataka,Ministry of Labour and Employment,Healthcare,2,428.92,428.92,111.57
May2026,Karnataka,Ministry of Petroleum & Natural Gas,Energy Storage,1,678.0,1732.0,1140.25
May2026,Karnataka,1140.25,Oil & Gas,5,9662.0,12693.6,9783.53
May2026,Karnataka,"Ministry of Ports, Shipping and Waterways",Shipping,1,153.23,153.23,65.47
May2026,Karnataka,Ministry of Power,Transmission & Distribution,10,23490.99,23491.0,7769.33
May2026,Karnataka,Ministry of Railways,Railways,20,46557.93,52395.5,20213.08
May2026,Karnataka,Ministry of Road Transport & Highways,Roads & Highways,76,81166.69,85853.9,32116.82
May2026,Karnataka,Ministry of Steel,Steel,1,1043.63,1043.63,628.29
May2026,Kerala,Department for Promotion of Industry & Internal Trade,Real Estate,1,3805.0,3805.0,0.0
May2026,Kerala,Department of Higher Education,Education,2,2533.45,2744.4,696.0
May2026,Kerala,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,484.57,484.57,227.5
May2026,Kerala,Ministry of Housing & Urban Affairs,Urban Public Transport,1,1957.05,1957.05,752.34
May2026,Kerala,Ministry of Petroleum & Natural Gas,Oil & Gas,3,8505.0,11889.0,5928.03
May2026,Kerala,Ministry of Power,Transmission & Distribution,1,173.14,173.14,2.08
May2026,Kerala,Ministry of Railways,Railways,3,2846.0,5183.64,3632.49
May2026,Kerala,Ministry of Road Transport & Highways,Roads & Highways,21,55629.95,61868.6,20822.28
May2026,Ladakh,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,480.0,640.0,506.13
May2026,Ladakh,Ministry of Health & Family Welfare,Healthcare,1,325.0,325.0,127.0
May2026,Ladakh,Ministry of Road Transport & Highways,Roads & Highways,3,1184.27,1184.27,837.61
May2026,Madhya Pradesh,Department of Higher Education,Education,1,496.28,496.28,78.35
May2026,Madhya Pradesh,Department of Telecommunications,Telecommunication,3,3883.82,2718.14,950.08
May2026,Madhya Pradesh,"Department of Water Resources, River Development & GR",Water Resources,3,23010.18,23323.0,11548.69
May2026,Madhya Pradesh,Ministry of Coal,Coal,15,34550.26,34550.3,3521.47
May2026,Madhya Pradesh,Ministry of Health & Family Welfare,Healthcare,2,650.0,650.0,262.41
May2026,Madhya Pradesh,Ministry of Housing & Urban Affairs,Urban Public Transport,2,14442.2,14442.2,9318.54
May2026,Madhya Pradesh,9318.54,Waste & Water,3,880.74,941.16,823.99
May2026,Madhya Pradesh,Ministry of Mines,Metals & Mining,1,1856.36,3800.0,979.15
May2026,Madhya Pradesh,Ministry of Petroleum & Natural Gas,Energy Storage,1,10088.0,10088.0,8585.71
May2026,Madhya Pradesh,8585.71,Oil & Gas,2,45159.0,45159.0,5603.7
May2026,Madhya Pradesh,Ministry of Power,Electricity Generation,1,20446.0,20446.0,1945.1
May2026,Madhya Pradesh,1945.10,Transmission & Distribution,10,46260.32,46260.3,7613.71
May2026,Madhya Pradesh,Ministry of Railways,Railways,18,55989.79,69626.6,55645.1
May2026,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,61,43398.77,40100.6,11785.28
May2026,Maharashtra,Department of Telecommunications,Telecommunication,3,7147.17,3937.81,1958.12
May2026,Maharashtra,"Department of Water Resources, River Development & GR",Water Resources,6,10857.15,20187.1,22087.9
May2026,Maharashtra,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,500.48,500.48,393.31
May2026,Maharashtra,Ministry of Coal,Coal,26,12900.3,12900.3,3188.3
May2026,Maharashtra,Ministry of Health & Family Welfare,Healthcare,1,189.0,189.0,113.4
May2026,Maharashtra,Ministry of Housing & Urban Affairs,Urban Public Transport,9,60255.66,74569.4,36559.57
May2026,Maharashtra,36559.57,Waste & Water,2,430.15,430.15,357.33
May2026,Maharashtra,Ministry of Labour and Employment,Healthcare,2,455.06,456.83,330.85
May2026,Maharashtra,Ministry of Petroleum & Natural Gas,Energy Storage,2,764.49,872.81,639.77
May2026,Maharashtra,639.77,Oil & Gas,12,41651.03,44399.3,16331.4
May2026,Maharashtra,"Ministry of Ports, Shipping and Waterways",Shipping,1,6000.0,6000.0,5999.89
May2026,Maharashtra,Ministry of Power,Transmission & Distribution,5,29470.41,29470.4,3252.69
May2026,Maharashtra,Ministry of Railways,Railways,34,266393.54,357833.0,288120.08
May2026,Maharashtra,Ministry of Road Transport & Highways,Roads & Highways,101,84448.08,90412.2,28056.33
May2026,Manipur,Department of Sports,Education,1,906.47,611.74,575.68
May2026,Manipur,"Department of Water Resources, River Development & GR",Water Resources,1,1449.44,1822.24,1848.17
May2026,Manipur,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,499.0,499.0,206.61
May2026,Manipur,Ministry of Petroleum & Natural Gas,Oil & Gas,1,9265.0,9265.0,6895.77
May2026,Manipur,Ministry of Power,Transmission & Distribution,1,5111.33,6700.0,5577.75
May2026,Manipur,Ministry of Railways,Railways,1,14323.0,21885.9,16226.02
May2026,Manipur,Ministry of Road Transport & Highways,Roads & Highways,30,10790.98,10791.0,6023.36
May2026,Meghalaya,Department of Higher Education,Education,1,494.52,429.7,370.98
May2026,Meghalaya,Department of Telecommunications,Telecommunication,1,971.96,180.46,167.23
May2026,Meghalaya,Ministry of Health & Family Welfare,Healthcare,1,189.0,189.0,170.1
May2026,Meghalaya,Ministry of Petroleum & Natural Gas,Oil & Gas,1,9265.0,9265.0,6895.77
May2026,Meghalaya,Ministry of Power,Transmission & Distribution,1,5111.33,6700.0,5577.75
May2026,Meghalaya,Ministry of Railways,Railways,2,9628.9,9646.9,1524.92
May2026,Meghalaya,Ministry of Road Transport & Highways,Roads & Highways,12,6148.96,5995.63,1048.74
May2026,Mizoram,Department of Higher Education,Education,1,474.23,474.23,167.55
May2026,Mizoram,Ministry of Petroleum & Natural Gas,Energy Storage,1,225.71,225.71,30.4
May2026,Mizoram,30.40,Oil & Gas,1,9265.0,9265.0,6895.77
May2026,Mizoram,Ministry of Power,Transmission & Distribution,1,5111.33,6700.0,5577.75
May2026,Mizoram,Ministry of Road Transport & Highways,Roads & Highways,22,14592.1,14736.7,2554.21
May2026,Nagaland,Department of Higher Education,Education,1,275.63,275.63,263.25
May2026,Nagaland,Ministry of Health & Family Welfare,Healthcare,1,325.0,325.0,155.0
May2026,Nagaland,Ministry of Petroleum & Natural Gas,Oil & Gas,2,9492.62,9492.62,6922.37
May2026,Nagaland,Ministry of Power,Transmission & Distribution,1,5111.33,6700.0,5577.75
May2026,Nagaland,Ministry of Railways,Railways,2,8786.7,8786.7,6663.75
May2026,Nagaland,Ministry of Road Transport & Highways,Roads & Highways,19,6191.03,6745.08,934.92
May2026,Odisha,Department of Higher Education,Education,3,1882.56,1496.33,1018.0
May2026,Odisha,Department of Telecommunications,Telecommunication,3,7147.17,3937.81,1958.12
May2026,Odisha,"Department of Water Resources, River Development & GR",Water Resources,3,4612.34,12314.5,13870.04
May2026,Odisha,Ministry of Coal,Coal,12,36569.58,34261.3,13777.48
May2026,Odisha,13777.48,Electricity Generation,1,27212.96,27213.0,3455.88
May2026,Odisha,Ministry of Labour and Employment,Healthcare,1,164.6,164.6,16.4
May2026,Odisha,Ministry of Mines,Metals & Mining,3,5967.0,8121.17,6136.64
May2026,Odisha,Ministry of Petroleum & Natural Gas,Energy Storage,2,12886.34,15217.0,13302.42
May2026,Odisha,13302.42,Oil & Gas,5,17956.1,16028.5,72349.13
May2026,Odisha,"Ministry of Ports, Shipping and Waterways",Shipping,1,3004.63,3004.63,2220.12
May2026,Odisha,Ministry of Power,Electricity Generation,2,22974.75,23674.0,7117.45
May2026,Odisha,7117.45,Transmission & Distribution,2,3065.19,3065.19,133.34
May2026,Odisha,Ministry of Railways,Railways,30,44824.98,50582.2,33532.95
May2026,Odisha,33532.95,Railways,1,267.61,267.61,0.0
May2026,Odisha,Ministry of Road Transport & Highways,Roads & Highways,42,26739.2,29583.1,12011.7
May2026,Puducherry,Department of Higher Education,Education,1,618.34,544.34,543.74
May2026,Puducherry,Ministry of Railways,Railways,1,713.0,981.0,636.83
May2026,Puducherry,Ministry of Road Transport & Highways,Roads & Highways,4,7027.6,7051.29,2890.16
May2026,Punjab,Department of Higher Education,Education,2,559.3,559.3,380.26
May2026,Punjab,"Department of Water Resources, River Development & GR",Water Resources,2,3727.07,5177.86,4539.36
May2026,Punjab,Ministry of Health & Family Welfare,Healthcare,2,650.0,924.75,2.0
May2026,Punjab,Ministry of Housing & Urban Affairs,Waste & Water,2,545.53,553.64,379.87
May2026,Punjab,Ministry of Petroleum & Natural Gas,Oil & Gas,5,12693.36,12693.4,8361.19
May2026,Punjab,Ministry of Power,Transmission & Distribution,1,5969.0,5969.0,1432.56
May2026,Punjab,Ministry of Railways,Railways,4,15937.42,15937.8,10285.28
May2026,Punjab,Ministry of Road Transport & Highways,Roads & Highways,38,50442.91,55308.3,23164.02
May2026,Rajasthan,Department for Promotion of Industry & Internal Trade,Real Estate,1,921.66,921.66,0.0
May2026,Rajasthan,Department of Telecommunications,Telecommunication,1,421.65,228.94,92.37
May2026,Rajasthan,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,3,2874.0,2874.0,930.11
May2026,Rajasthan,Ministry of Coal,Electricity Generation,1,4147.07,4147.07,224.77
May2026,Rajasthan,Ministry of Housing & Urban Affairs,Urban Public Transport,2,1184.89,1184.89,126.37
May2026,Rajasthan,Ministry of Petroleum & Natural Gas,Energy Storage,3,52618.05,88948.1,77683.89
May2026,Rajasthan,77683.89,Oil & Gas,2,10599.0,10599.0,6775.31
May2026,Rajasthan,Ministry of Power,Transmission & Distribution,18,74683.0,74683.0,23655.69
May2026,Rajasthan,Ministry of Railways,Railways,23,88286.45,164998.0,153744.72
May2026,Rajasthan,Ministry of Road Transport & Highways,Roads & Highways,28,19610.21,18276.4,9280.79
May2026,Sikkim,Department of Higher Education,Education,2,999.82,924.82,575.56
May2026,Sikkim,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,323.26,323.26,80.94
May2026,Sikkim,Ministry of Health & Family Welfare,Healthcare,1,250.0,635.21,667.21
May2026,Sikkim,Ministry of Petroleum & Natural Gas,Oil & Gas,1,9265.0,9265.0,6895.77
May2026,Sikkim,Ministry of Power,Electricity Generation,2,6686.33,7576.15,6120.19
May2026,Sikkim,6120.19,Transmission & Distribution,1,4754.42,9129.32,8088.57
May2026,Sikkim,Ministry of Railways,Railways,1,7877.0,11775.0,10933.68
May2026,Sikkim,Ministry of Road Transport & Highways,Roads & Highways,8,3158.89,3287.17,95.46
May2026,Tamil Nadu,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,1207.0,1207.0,310.98
May2026,Tamil Nadu,Ministry of Health & Family Welfare,Healthcare,1,1264.0,2021.51,488.26
May2026,Tamil Nadu,Ministry of Housing & Urban Affairs,Urban Public Transport,1,63246.0,63246.0,33774.0
May2026,Tamil Nadu,Ministry of Mines,Metals & Mining,1,166.0,166.0,135.0
May2026,Tamil Nadu,Ministry of Petroleum & Natural Gas,Energy Storage,2,1507.0,2561.0,1518.43
May2026,Tamil Nadu,1518.43,Oil & Gas,4,38385.0,46153.0,6775.21
May2026,Tamil Nadu,Ministry of Power,Transmission & Distribution,1,548.0,548.0,120.56
May2026,Tamil Nadu,Ministry of Railways,Railways,8,8972.13,13326.6,7213.84
May2026,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,51,63713.73,59924.1,21832.91
May2026,Telangana,Department for Promotion of Industry & Internal Trade,Real Estate,1,2360.0,2360.0,0.0
May2026,Telangana,Department of Higher Education,Education,1,262.0,262.0,216.1
May2026,Telangana,Department of Telecommunications,Telecommunication,2,3462.17,2489.2,857.71
May2026,Telangana,"Department of Water Resources, River Development & GR",Water Resources,4,11670.14,24129.6,12086.85
May2026,Telangana,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,500.48,500.48,393.31
May2026,Telangana,Ministry of Coal,Coal,7,2986.57,2986.57,1793.13
May2026,Telangana,Ministry of Health & Family Welfare,Healthcare,1,1028.0,1365.95,989.98
May2026,Telangana,Ministry of Housing & Urban Affairs,Construction,1,644.0,644.0,161.57
May2026,Telangana,Ministry of Petroleum & Natural Gas,Oil & Gas,1,215.0,215.0,45.93
May2026,Telangana,Ministry of Power,Electricity Generation,1,29344.85,29344.8,729.63
May2026,Telangana,729.63,Transmission & Distribution,2,4914.94,4914.94,4736.59
May2026,Telangana,Ministry of Railways,Railways,11,19213.75,22977.8,15721.42
May2026,Telangana,Ministry of Road Transport & Highways,Roads & Highways,59,40239.23,43292.0,14136.73
May2026,Tripura,Ministry of Petroleum & Natural Gas,Energy Storage,1,656.0,656.0,541.81
May2026,Tripura,541.81,Oil & Gas,2,9474.33,9396.51,6975.75
May2026,Tripura,Ministry of Power,Transmission & Distribution,1,5111.33,6700.0,5577.75
May2026,Tripura,Ministry of Road Transport & Highways,Roads & Highways,9,6081.38,6105.91,618.31
May2026,Uttar Pradesh,Department for Promotion of Industry & Internal Trade,Logistics Infrastructure,1,1480.0,1480.0,0.0
May2026,Uttar Pradesh,0.00,Real Estate,1,658.0,658.0,0.0
May2026,Uttar Pradesh,Department of Higher Education,Education,1,246.0,246.0,209.68
May2026,Uttar Pradesh,Department of Telecommunications,Telecommunication,3,3883.82,2718.14,950.08
May2026,Uttar Pradesh,"Department of Water Resources, River Development & GR",Waste & Water,2,1532.96,1532.96,243.43
May2026,Uttar Pradesh,243.43,Water Resources,3,22310.57,25667.1,13221.8
May2026,Uttar Pradesh,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,3,3949.13,3949.13,1228.14
May2026,Uttar Pradesh,Ministry of Coal,Coal,2,1328.09,1328.09,1111.88
May2026,Uttar Pradesh,Ministry of Housing & Urban Affairs,Urban Public Transport,4,27511.5,27511.5,15223.43
May2026,Uttar Pradesh,15223.43,Waste & Water,2,704.2,734.95,659.17
May2026,Uttar Pradesh,Ministry of Petroleum & Natural Gas,Energy Storage,2,11068.45,11068.5,8879.59
May2026,Uttar Pradesh,Ministry of Petroleum & Natural Gas,Oil & Gas,4,17302.12,17302.1,970.81
May2026,Uttar Pradesh,"Ministry of Ports, Shipping and Waterways",Inland Waterways,1,5369.18,5061.15,4028.82
May2026,Uttar Pradesh,Ministry of Power,Electricity Generation,1,17195.0,17195.0,3492.41
May2026,Uttar Pradesh,3492.41,Transmission & Distribution,5,36697.81,36697.8,4953.03
May2026,Uttar Pradesh,Ministry of Railways,Railways,26,95077.38,168712.0,148409.9
May2026,Uttar Pradesh,Ministry of Road Transport & Highways,Roads & Highways,123,141720.01,135945.0,44584.52
May2026,Uttarakhand,Department of Higher Education,Education,1,650.85,650.85,347.26
May2026,Uttarakhand,"Department of Water Resources, River Development & GR",Water Resources,1,2584.1,2584.1,1303.15
May2026,Uttarakhand,Ministry of Health & Family Welfare,Healthcare,2,650.0,1093.89,601.08
May2026,Uttarakhand,Ministry of Housing & Urban Affairs,Real Estate,1,150.97,206.0,56.76
May2026,Uttarakhand,Ministry of Labour and Employment,Healthcare,1,102.4,297.63,340.3
May2026,Uttarakhand,Ministry of Power,Electricity Generation,2,6838.35,17312.4,13399.91
May2026,Uttarakhand,Ministry of Railways,Railways,1,38953.0,38953.0,28508.86
May2026,Uttarakhand,Ministry of Road Transport & Highways,Roads & Highways,42,23894.83,22809.0,7919.92
May2026,West Bengal,Department of Higher Education,Education,1,500.0,442.0,416.2
May2026,West Bengal,Department of Telecommunications,Telecommunication,2,3462.17,2489.2,857.71
May2026,West Bengal,"Department of Water Resources, River Development & GR",Waste & Water,1,154.73,154.73,96.17
May2026,West Bengal,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,2,1877.3,1877.3,626.5
May2026,West Bengal,Ministry of Coal,Coal,10,12282.26,12282.2,1920.45
May2026,West Bengal,Ministry of Mines,Construction,1,255.37,255.37,98.92
May2026,West Bengal,Ministry of Petroleum & Natural Gas,Energy Storage,1,10228.0,12407.0,10987.22
May2026,West Bengal,10987.22,Oil & Gas,9,16102.65,17047.2,11652.75
May2026,West Bengal,"Ministry of Ports, Shipping and Waterways",Inland Waterways,1,5369.18,5061.15,4028.82
May2026,West Bengal,4028.82,Shipping,1,832.25,832.25,0.0
May2026,West Bengal,Ministry of Power,Electricity Generation,3,20091.84,21644.6,4764.98
May2026,West Bengal,4764.98,Transmission & Distribution,2,751.63,751.63,126.07
May2026,West Bengal,Ministry of Railways,Railways,16,49559.1,60771.0,38584.77
May2026,West Bengal,Ministry of Road Transport & Highways,Roads & Highways,24,16531.77,15962.0,4165.22
May2026,West Bengal,Ministry of Steel,Steel,6,6733.06,6733.06,1714.03
April2026,Offshore,Ministry of Petroleum & Natural Gas,Oil & Gas,7,25889.58,29147.7,16132.96
April2026,Offshore,Ministry of Railways,Railways,1,819.0,819.0,580.51
