project_id,sector,state,implementing_agency,approved_cost,planned_duration_months,is_overrun,overrun_pct
618526,,Andhra Pradesh,National Highways Authority of India [NHAI],665.59,18.0,0,0.0
618527,,Andhra Pradesh,National Highways Authority of India [NHAI],1194.57,30.0,0,0.0
618529,,Uttar Pradesh,National Highways Authority of India [NHAI],1991.71,36.0,0,0.0
618530,,Multi-States,National Highways Authority of India [NHAI],,,0,
618531,,Multi-States,National Highways Authority of India [NHAI],,,0,
618532,,Multi-States,National Highways Authority of India [NHAI],,,0,
618533,,Multi-States,National Highways Authority of India [NHAI],,,0,
618534,,(-) (-),NHAI,470.75,30.0,0,0.0
618535,,Jharkhand,National Highways Authority of India [NHAI],687.77,30.0,0,0.0
618536,,Uttar Pradesh,National Highways Authority of India [NHAI],1603.53,30.0,0,0.0
618537,,Uttar Pradesh,National Highways Authority of India [NHAI],1753.75,30.0,0,0.0
618538,,Uttar Pradesh,National Highways Authority of India [NHAI],1792.68,30.0,0,0.0
618539,,Uttar Pradesh,National Highways Authority of India [NHAI],1089.41,30.0,0,0.0
618540,,Uttar Pradesh,National Highways Authority of India [NHAI],1089.41,23.0,0,0.0
618541,,Jammu and,National Highways Authority of India [NHAI],,,0,
618542,,(-) (-),NHAI,827.98,24.0,0,
618543,,Jammu and,National Highways Authority of India [NHAI],,,0,
618544,,Jammu and,National Highways Authority of India [NHAI],,,0,
618545,,Jammu and,National Highways Authority of India [NHAI],,,0,
618546,,Jammu and,National Highways Authority of India [NHAI],,,0,
618547,,Jammu and,National Highways Authority of India [NHAI],,,0,
618548,,Jammu and,National Highways Authority of India [NHAI],,,0,
618549,,Jammu and,National Highways Authority of India [NHAI],,,0,
618550,,Jammu and,National Highways Authority of India [NHAI],,,0,
618551,,Punjab,National Highways Authority of India [NHAI],666.81,24.0,0,0.0
618552,,Punjab,National Highways Authority of India [NHAI],1754.84,24.0,0,0.0
618553,,Uttar Pradesh,National Highways Authority of India [NHAI],957.62,24.0,0,0.0
618554,,Uttar Pradesh,National Highways Authority of India [NHAI],879.26,18.0,0,0.0
618555,,Maharashtra,National Highways Authority of India [NHAI],1097.81,36.0,0,0.0
618556,,Multi-States (Madhya,National Highways Authority of India [NHAI],,,0,
618557,,Maharashtra,National Highways Authority of India [NHAI],1038.84,35.0,0,0.0
618558,,Telangana,National Highways Authority of India [NHAI],955.49,24.0,0,0.0
618559,,Telangana,National Highways Authority of India [NHAI],521.53,23.0,0,0.0
618560,,Telangana,National Highways Authority of India [NHAI],541.58,18.0,0,0.0
618561,,Tamil Nadu,National Highways Authority of India [NHAI],904.99,36.0,0,0.0
618562,,Tamil Nadu,National Highways Authority of India [NHAI],295.5,,0,0.0
618563,,Tamil Nadu,National Highways Authority of India [NHAI],900.05,24.0,0,0.0
618564,,Gujarat,National Highways Authority of India [NHAI],1553.76,24.0,0,0.0
618565,,Uttar Pradesh,NHAI,526.45,18.0,0,0.0
618566,,Uttar Pradesh,National Highways Authority of India [NHAI],1973.98,24.0,0,0.0
618567,,Uttar Pradesh,NHAI,2289.34,30.0,0,0.0
618568,,Uttar Pradesh,NHAI,2541.13,30.0,0,0.0
618569,,Bihar,National Highways Authority of India [NHAI],210.05,18.0,0,0.0
618570,,Bihar,National Highways Authority of India [NHAI],325.57,29.0,0,0.0
618572,,West Bengal,National Highways Authority of India [NHAI],309.99,24.0,0,0.0
618574,,West Bengal,National Highways Authority of India [NHAI],1818.46,30.0,0,0.0
618575,,Assam,National Highways Authority of India [NHAI],457.72,18.0,0,0.0
618576,,Assam,National Highways Authority of India [NHAI],280.75,18.0,0,0.0
618577,,"Multi-States (Delhi, Haryana)",National Highways Authority of India [NHAI],2228.26,24.0,1,3.1464012278638784
618578,,Delhi,National Highways Authority of India [NHAI],1467.44,30.0,0,0.0
618579,,Andhra Pradesh,National Highways Authority of India [NHAI],2527.0,30.0,0,0.0
618580,,Haryana,National Highways Authority of India [NHAI],1275.31,24.0,0,0.0
618581,,Multi-States,National Highways Authority of India [NHAI],,,0,
618582,,Bihar,National Highways Authority of India [NHAI],1282.97,24.0,0,0.0
618583,,Bihar,National Highways Authority of India [NHAI],1358.77,24.0,0,0.0
618584,,"Multi-States (Bihar, West",National Highways Authority of India [NHAI],,,0,
618585,,Maharashtra,National Highways Authority of India [NHAI],856.93,30.0,0,0.0
618586,,Maharashtra,National Highways Authority of India [NHAI],254.78,12.0,0,0.0
618588,,Maharashtra,National Highways Authority of India [NHAI],540.24,24.0,0,0.0
618589,,Chhattisgarh,National Highways Authority of India [NHAI],1072.99,24.0,0,0.0
618590,,Chhattisgarh,National Highways Authority of India [NHAI],1216.23,23.0,0,0.0
618591,,Odisha,National Highways Authority of India [NHAI],374.17,30.0,0,0.0
618592,,Odisha,National Highways Authority of India [NHAI],320.64,18.0,0,0.0
618593,,Odisha,National Highways Authority of India [NHAI],263.32,30.0,0,0.0
618594,,Maharashtra,National Highways Authority of India [NHAI],329.82,19.0,0,0.0
618595,,Kerala,National Highways Authority of India [NHAI],1746.45,30.0,0,0.0
618596,,Kerala,National Highways Authority of India [NHAI],2714.6,30.0,0,0.0
618597,,Kerala,National Highways Authority of India [NHAI],3205.77,33.0,0,0.0
618598,,Kerala,National Highways Authority of India [NHAI],210.0,18.0,0,0.0
618599,,Kerala,National Highways Authority of India [NHAI],4924.11,30.0,0,0.0
618600,,Kerala,National Highways Authority of India [NHAI],4023.94,30.0,0,0.0
618601,,Kerala,National Highways Authority of India [NHAI],4225.59,28.0,0,0.0
618602,,Kerala,National Highways Authority of India [NHAI],4302.06,29.0,0,0.0
618603,,Kerala,National Highways Authority of India [NHAI],3465.82,30.0,0,0.0
618604,,Kerala,National Highways Authority of India [NHAI],2429.52,35.0,0,0.0
618605,,Kerala,National Highways Authority of India [NHAI],2878.97,30.0,0,0.0
618606,,Kerala,National Highways Authority of India [NHAI],3273.61,30.0,0,0.0
618607,,Kerala,National Highways Authority of India [NHAI],2842.14,30.0,0,0.0
618608,,Tamil Nadu,National Highways Authority of India [NHAI],1564.23,24.0,0,0.0
618609,,Goa,National Highways Authority of India [NHAI],463.08,23.0,0,0.0
618610,,Punjab,National Highways Authority of India [NHAI],789.26,24.0,0,0.0
618611,,Rajasthan,National Highways Authority of India [NHAI],520.63,24.0,0,0.0
618612,,Rajasthan,National Highways Authority of India [NHAI],846.59,24.0,0,0.0
618613,,Rajasthan,National Highways Authority of India [NHAI],662.08,24.0,0,0.0
618614,,Gujarat,National Highways Authority of India [NHAI],752.3,24.0,0,0.0
618615,,Gujarat,National Highways Authority of India [NHAI],778.15,24.0,0,0.0
618616,,Gujarat,National Highways Authority of India [NHAI],625.58,24.0,0,0.0
618617,,Punjab,National Highways Authority of India [NHAI],1229.38,24.0,0,0.0
618618,,Punjab,National Highways Authority of India [NHAI],2029.17,24.0,0,0.0
618619,,Madhya Pradesh,National Highways Authority of India [NHAI],998.95,24.0,0,0.0
618620,,Madhya Pradesh,National Highways Authority of India [NHAI],207.77,18.0,0,0.0
618621,,Madhya Pradesh,National Highways Authority of India [NHAI],1162.8,24.0,0,0.0
618622,,Madhya Pradesh,National Highways Authority of India [NHAI],1001.69,24.0,0,0.0
618623,,Madhya Pradesh,National Highways Authority of India [NHAI],1504.37,23.0,0,0.0
618624,,"Multi-States (Maharashtra,",National Highways Authority of India [NHAI],,,0,
618625,,Madhya Pradesh,National Highways Authority of India [NHAI],217.22,,0,0.0
618626,,Maharashtra,National Highways Authority of India [NHAI],819.52,24.0,0,0.0
618627,,Maharashtra,National Highways Authority of India [NHAI],168.52,18.0,0,0.0
618628,,Maharashtra,National Highways Authority of India [NHAI],150.21,23.0,0,0.0
618629,,Andhra Pradesh,National Highways Authority of India [NHAI],416.07,15.0,0,0.0
618630,,Karnataka,National Highways Authority of India [NHAI],2355.56,30.0,0,0.0
618631,,"Multi-States (Karnataka,",National Highways Authority of India [NHAI],,,0,
618632,,Multi-States,National Highways Authority of India [NHAI],,,0,
618633,,(-) (-),NHAI,1732.66,24.0,0,0.0
618634,,Multi-States,National Highways Authority of India [NHAI],,,0,
618635,,Tamil Nadu,National Highways Authority of India [NHAI],1359.81,24.0,0,0.0
618636,,"Multi-States (Karnataka,",National Highways Authority of India [NHAI],,,0,
618637,,Multi-States,National Highways Authority of India [NHAI],,,0,
618638,,Maharashtra,National Highways Authority of India [NHAI],2267.99,30.0,0,0.0
618639,,Chhattisgarh,National Highways Authority of India [NHAI],1855.59,24.0,0,0.0
618640,,Chhattisgarh,National Highways Authority of India [NHAI],2261.3,30.0,0,0.0
618641,,Jharkhand,National Highways Authority of India [NHAI],1325.8,24.0,0,0.0
618642,,Jharkhand,National Highways Authority of India [NHAI],1882.93,23.0,0,0.0
618644,,Jharkhand,National Highways Authority of India [NHAI],1214.93,24.0,0,0.0
618645,,Jharkhand,National Highways Authority of India [NHAI],1007.97,24.0,0,0.0
618646,,(-) (-),NHAI,3147.07,36.0,0,0.0
618647,,Punjab,National Highways Authority of India [NHAI],906.51,24.0,0,0.0
618648,,Punjab,NHAI,1424.55,24.0,0,0.0
618649,,Karnataka,National Highways Authority of India [NHAI],1246.15,24.0,0,0.0
618650,,Karnataka,National Highways Authority of India [NHAI],1363.9,24.0,0,0.0
618651,,Karnataka,National Highways Authority of India [NHAI],1427.88,23.0,0,0.0
618652,,Maharashtra,National Highways Authority of India [NHAI],1241.38,24.0,0,0.0
618653,,Maharashtra,National Highways Authority of India [NHAI],1236.08,24.0,0,0.0
618654,,Madhya Pradesh,National Highways Authority of India [NHAI],521.21,24.0,0,0.0
618655,,Madhya Pradesh,National Highways Authority of India [NHAI],200.99,24.0,0,0.0
618661,,Madhya Pradesh,National Highways Authority of India [NHAI],1032.3,24.0,0,0.0
618662,,(-) (-),NHAI,980.2,24.0,0,0.0
618663,,Madhya Pradesh,National Highways Authority of India [NHAI],1003.87,24.0,0,0.0
618664,,Madhya Pradesh,National Highways Authority of India [NHAI],524.84,24.0,0,0.0
618665,,Madhya Pradesh,National Highways Authority of India [NHAI],790.78,24.0,0,0.0
618666,,Madhya Pradesh,National Highways Authority of India [NHAI],710.92,24.0,0,0.0
618667,,Madhya Pradesh,National Highways Authority of India [NHAI],1005.59,24.0,0,0.0
618668,,Multi-States (Madhya,National Highways Authority of India [NHAI],,,0,
618669,,Uttar Pradesh,National Highways Authority of India [NHAI],1632.93,24.0,0,0.0
618671,,Madhya Pradesh,National Highways Authority of India [NHAI],618.33,24.0,0,0.0
618672,,Madhya Pradesh,National Highways Authority of India [NHAI],903.44,24.0,0,0.0
618673,,Chhattisgarh,National Highways Authority of India [NHAI],1368.19,24.0,0,0.0
618674,,Chhattisgarh,National Highways Authority of India [NHAI],1470.73,24.0,0,0.0
618675,,Chhattisgarh,National Highways Authority of India [NHAI],1307.16,24.0,0,0.0
618676,,Multi-States,National Highways Authority of India [NHAI],,,0,
618677,,Odisha,National Highways Authority of India [NHAI],1539.75,24.0,0,0.0
618678,,Odisha,National Highways Authority of India [NHAI],1265.59,23.0,0,0.0
618680,,Odisha,National Highways Authority of India [NHAI],1492.74,24.0,0,0.0
618682,,Andhra Pradesh,National Highways Authority of India [NHAI],1112.7,24.0,0,0.0
618684,,Madhya Pradesh,National Highways Authority of India [NHAI],917.26,24.0,0,0.0
618685,,Madhya Pradesh,National Highways Authority of India [NHAI],911.24,24.0,0,0.0
618686,,Madhya Pradesh,National Highways Authority of India [NHAI],612.94,24.0,0,0.0
618687,,Madhya Pradesh,National Highways Authority of India [NHAI],652.33,24.0,0,0.0
618688,,Madhya Pradesh,National Highways Authority of India [NHAI],794.7,24.0,0,0.0
618689,,Uttar Pradesh,National Highways Authority of India [NHAI],364.47,18.0,0,0.0
618690,,Uttar Pradesh,National Highways Authority of India [NHAI],1663.38,24.0,0,0.0
618691,,"Multi-States (Haryana, Uttar",National Highways Authority of India [NHAI],,,0,
618692,,Uttar Pradesh,National Highways Authority of India [NHAI],1226.64,40.0,0,0.0
618693,,Maharashtra,National Highways Authority of India [NHAI],1344.78,30.0,0,0.0
618694,,Madhya Pradesh,National Highways Authority of India [NHAI],1011.29,23.0,0,0.0
618695,,Madhya Pradesh,National Highways Authority of India [NHAI],1146.22,24.0,0,0.0
618696,,"Multi-States (Andhra Pradesh,",National Highways Authority of India [NHAI],,,0,
618697,,Karnataka,National Highways Authority of India [NHAI],626.01,23.0,0,0.0
618698,,Karnataka,National Highways Authority of India [NHAI],1167.52,24.0,0,0.0
618699,,Gujarat,National Highways Authority of India [NHAI],819.14,31.0,0,0.0
618700,,Andhra Pradesh,National Highways Authority of India [NHAI],1863.09,24.0,0,0.0
618701,,Madhya Pradesh,National Highways Authority of India [NHAI],178.18,24.0,0,0.0
618702,,Karnataka,National Highways Authority of India [NHAI],1660.19,24.0,0,0.0
618704,,Odisha,National Highways Authority of India [NHAI],150.86,31.0,0,0.0
618705,,(-) (-),NHAI,973.12,24.0,0,0.0
618706,,Karnataka,National Highways Authority of India [NHAI],3496.01,30.0,0,0.0
618707,,Karnataka,National Highways Authority of India [NHAI],738.37,24.0,0,0.0
618708,,Kerala,National Highways Authority of India [NHAI],1187.47,24.0,0,0.0
618709,,Karnataka,National Highways Authority of India [NHAI],1340.15,24.0,0,0.0
618710,,Uttar Pradesh,National Highways Authority of India [NHAI],2002.79,30.0,0,0.0
618711,,Multi-States (Uttar,National Highways Authority of India [NHAI],,,0,
618712,,Andhra Pradesh,National Highways Authority of India [NHAI],912.94,24.0,0,0.0
618713,,Andhra Pradesh,National Highways Authority of India [NHAI],1200.42,24.0,0,0.0
618714,,Andhra Pradesh,National Highways Authority of India [NHAI],1253.26,24.0,0,0.0
618715,,Andhra Pradesh,National Highways Authority of India [NHAI],1058.9,24.0,0,0.0
618716,,Andhra Pradesh,National Highways Authority of India [NHAI],992.91,24.0,0,0.0
618717,,Andhra Pradesh,National Highways Authority of India [NHAI],750.81,24.0,0,0.0
618718,,Andhra Pradesh,National Highways Authority of India [NHAI],1092.18,24.0,0,0.0
618719,,Andhra Pradesh,National Highways Authority of India [NHAI],909.02,24.0,0,0.0
618720,,Andhra Pradesh,National Highways Authority of India [NHAI],987.1,24.0,0,0.0
618721,,Andhra Pradesh,National Highways Authority of India [NHAI],1292.65,24.0,0,0.0
618722,,Uttar Pradesh,National Highways Authority of India [NHAI],1843.59,24.0,0,0.0
618723,,Multi-States,National Highways Authority of India [NHAI],,,0,
618724,,"Multi-States (Bihar,",National Highways Authority of India [NHAI],,,0,
618725,,Bihar,National Highways Authority of India [NHAI],1915.99,24.0,0,0.0
618726,,Bihar,National Highways Authority of India [NHAI],1240.93,24.0,0,0.0
618727,,Bihar,National Highways Authority of India [NHAI],1576.94,24.0,0,0.0
618728,,"Multi-States (Bihar, Uttar",National Highways Authority of India [NHAI],,,0,
618729,,Jharkhand,NHAI,1856.12,24.0,0,0.0
618730,,(-) (-),NHAI,1546.27,24.0,0,0.0
618731,,Jharkhand,NHAI,1418.16,24.0,0,0.0
618733,,Jharkhand,NHAI,1525.52,24.0,0,0.0
618734,,"Multi-States (Jharkhand, West",National Highways Authority of India [NHAI],,,0,
618735,,Madhya Pradesh,National Highways Authority of India [NHAI],909.84,20.0,0,0.0
618736,,Jharkhand,National Highways Authority of India [NHAI],936.26,30.0,0,0.0
618737,,Jharkhand,National Highways Authority of India [NHAI],303.53,24.0,0,0.0
618738,,Bihar,National Highways Authority of India [NHAI],6291.69,48.0,0,0.0
618739,,Bihar,National Highways Authority of India [NHAI],1390.92,20.0,0,0.0
618740,,Bihar,National Highways Authority of India [NHAI],1494.31,24.0,0,0.0
618741,,Bihar,NHAI,1857.58,24.0,0,0.0
618742,,(-) (-),NHAI,1113.46,24.0,0,0.0
618743,,Tamil Nadu,National Highways Authority of India [NHAI],360.88,,0,0.0
618744,,Tamil Nadu,National Highways Authority of India [NHAI],1076.97,24.0,0,0.0
618745,,Tamil Nadu,National Highways Authority of India [NHAI],1317.6,24.0,0,0.0
618746,,Telangana,National Highways Authority of India [NHAI],797.36,24.0,0,0.0
618747,,Multi-States,National Highways Authority of India [NHAI],,,0,
618748,,Andhra Pradesh,National Highways Authority of India [NHAI],569.37,24.0,0,0.0
618749,,Andhra Pradesh,National Highways Authority of India [NHAI],711.94,24.0,0,0.0
618751,,Madhya Pradesh,National Highways Authority of India [NHAI],581.65,24.0,0,0.0
618754,,Maharashtra,National Highways Authority of India [NHAI],538.11,24.0,0,0.0
618755,,"Multi-States (Rajasthan, Uttar",National Highways Authority of India [NHAI],,,0,
618756,,Tamil Nadu,National Highways Authority of India [NHAI],1103.86,24.0,0,0.0
618757,,Rajasthan,National Highways Authority of India [NHAI],2010.2,24.0,0,0.0
618758,,Rajasthan,National Highways Authority of India [NHAI],1764.86,24.0,0,0.0
618759,,Andhra Pradesh,National Highways Authority of India [NHAI],1063.57,24.0,0,0.0
618760,,Multi-States,National Highways Authority of India [NHAI],,,0,
618761,,Uttar Pradesh,National Highways Authority of India [NHAI],991.89,24.0,0,0.0
618762,,Madhya Pradesh,National Highways Authority of India [NHAI],950.27,24.0,0,0.0
618764,,Punjab,National Highways Authority of India [NHAI],864.23,24.0,0,0.0
618765,,Telangana,National Highways Authority of India [NHAI],2146.86,24.0,0,0.0
618766,,Maharashtra,NHAI,862.0,24.0,0,0.0
618768,,(-) (-),NHAI,1309.08,24.0,0,0.0
618769,,"Multi-States (Andhra Pradesh,",National Highways Authority of India [NHAI],,,0,
618770,,Uttar Pradesh,National Highways Authority of India [NHAI],516.16,24.0,0,0.0
618771,,Multi-States,National Highways Authority of India [NHAI],,,0,
618772,,Multi-States,National Highways Authority of India [NHAI],,,0,
618773,,Tamil Nadu,National Highways Authority of India [NHAI],452.48,,0,0.0
618774,,Bihar,National Highways Authority of India [NHAI],984.63,30.0,0,0.0
618775,,Bihar,National Highways Authority of India [NHAI],226.32,18.0,0,0.0
618776,,Punjab,National Highways Authority of India [NHAI],1237.65,24.0,0,0.0
618777,,Andhra Pradesh,National Highways Authority of India [NHAI],1877.47,25.0,0,0.0
618778,,Andhra Pradesh,National Highways Authority of India [NHAI],1877.47,24.0,0,0.0
618779,,Bihar,NHAI,1505.0,18.0,0,0.0
618782,,Uttar Pradesh,National Highways Authority of India [NHAI],1394.14,24.0,0,0.0
618783,,"Multi-States (Uttar Pradesh,",National Highways Authority of India [NHAI],,,0,
618784,,Madhya Pradesh,NHAI,355.36,24.0,0,0.0
618785,,Punjab,National Highways Authority of India [NHAI],1501.02,24.0,0,0.0
618786,,Punjab,National Highways Authority of India [NHAI],1196.38,24.0,0,0.0
618787,,Gujarat,National Highways Authority of India [NHAI],1373.06,29.0,0,0.0
618788,,Haryana,National Highways Authority of India [NHAI],927.22,23.0,0,0.0
618789,,Punjab,National Highways Authority of India [NHAI],1525.31,24.0,0,0.0
618790,,(-) (-),NHAI,1422.37,30.0,0,0.0
618791,,Bihar,National Highways Authority of India [NHAI],1538.76,23.0,0,0.0
618792,,Haryana,National Highways Authority of India [NHAI],1330.23,24.0,0,0.0
618793,,Punjab,National Highways Authority of India [NHAI],1409.88,24.0,0,0.0
618794,,Punjab,National Highways Authority of India [NHAI],524.88,18.0,0,0.0
618795,,Punjab,National Highways Authority of India [NHAI],1474.77,24.0,0,0.0
618796,,Rajasthan,National Highways Authority of India [NHAI],828.58,24.0,0,0.0
618797,,Rajasthan,National Highways Authority of India [NHAI],1237.71,24.0,0,0.0
618798,,Uttar Pradesh,National Highways Authority of India [NHAI],2555.5,24.0,0,0.0
618799,,Karnataka,National Highways Authority of India [NHAI],456.32,24.0,1,0.10299789621318971
618800,,Tamil Nadu,National Highways Authority of India [NHAI],1616.97,30.0,0,0.0
618801,,Tamil Nadu,National Highways Authority of India [NHAI],1388.59,30.0,0,0.0
618803,,Andhra Pradesh,National Highways Authority of India [NHAI],645.63,24.0,0,0.0
618804,,Andhra Pradesh,National Highways Authority of India [NHAI],348.72,24.0,0,0.0
618805,,Andhra Pradesh,National Highways Authority of India [NHAI],977.33,24.0,0,0.0
618806,,Andhra Pradesh,National Highways Authority of India [NHAI],685.99,24.0,0,0.0
618807,,Andhra Pradesh,National Highways Authority of India [NHAI],609.43,24.0,0,0.0
618808,,West Bengal,National Highways Authority of India [NHAI],1212.56,30.0,0,0.0
618809,,Punjab,National Highways Authority of India [NHAI],809.51,24.0,0,0.0
618810,,Punjab,National Highways Authority of India [NHAI],1003.38,24.0,0,0.0
618811,,Telangana,National Highways Authority of India [NHAI],1183.71,24.0,0,0.0
618812,,Telangana,National Highways Authority of India [NHAI],1129.33,24.0,0,0.0
618813,,Telangana,National Highways Authority of India [NHAI],1127.9,24.0,0,0.0
618814,,Telangana,National Highways Authority of India [NHAI],1142.6,24.0,0,0.0
618815,,Telangana,National Highways Authority of India [NHAI],1092.88,24.0,0,0.0
618816,,Telangana,National Highways Authority of India [NHAI],1105.25,24.0,0,0.0
618817,,Telangana,National Highways Authority of India [NHAI],973.45,32.0,0,0.0
618818,,"Multi-States (Andhra Pradesh,",National Highways Authority of India [NHAI],,,0,
618819,,Odisha,National Highways Authority of India [NHAI],183.03,12.0,0,0.0
618820,,Odisha,National Highways Authority of India [NHAI],861.84,24.0,0,0.0
618821,,Odisha,National Highways Authority of India [NHAI],920.47,24.0,0,0.0
618822,,Odisha,National Highways Authority of India [NHAI],929.91,24.0,0,0.0
618823,,West Bengal,National Highways Authority of India [NHAI],352.01,18.0,0,0.0
618824,,West Bengal,National Highways Authority of India [NHAI],201.1,18.0,0,0.0
618825,,West Bengal,National Highways Authority of India [NHAI],622.04,36.0,0,0.0
618826,,Andhra Pradesh,National Highways Authority of India [NHAI],907.76,24.0,0,0.0
618827,,Andhra Pradesh,National Highways Authority of India [NHAI],1097.57,24.0,0,0.0
618828,,Multi-States,National Highways Authority of India [NHAI],,,0,
618829,,Jharkhand,National Highways Authority of India [NHAI],1129.48,24.0,0,0.0
618830,,Jharkhand,National Highways Authority of India [NHAI],1517.87,24.0,0,0.0
618831,,Jharkhand,National Highways Authority of India [NHAI],1436.8,24.0,0,0.0
618832,,Jharkhand,National Highways Authority of India [NHAI],1274.82,24.0,0,0.0
618833,,Gujarat,National Highways Authority of India [NHAI],894.01,29.0,0,0.0
618834,,Gujarat,National Highways Authority of India [NHAI],162.73,17.0,0,0.0
618835,,Gujarat,National Highways Authority of India [NHAI],698.4,18.0,0,0.0
618836,,Maharashtra,National Highways Authority of India [NHAI],1985.38,24.0,0,0.0
618837,,Maharashtra,National Highways Authority of India [NHAI],1939.23,24.0,0,0.0
618838,,Rajasthan,National Highways Authority of India [NHAI],736.75,24.0,0,0.0
618839,,Bihar,National Highways Authority of India [NHAI],1309.47,42.0,0,0.0
618840,,Bihar,National Highways Authority of India [NHAI],664.02,30.0,0,0.0
618841,,Bihar,National Highways Authority of India [NHAI],491.04,30.0,0,0.0
618842,,Uttar Pradesh,NHAI,1280.68,24.0,0,0.0
618843,,Uttar Pradesh,National Highways Authority of India [NHAI],197.6,18.0,0,0.0
618844,,"Multi-States (Puducherry,",National Highways Authority of India [NHAI],,,0,
618845,,Multi-States,National Highways Authority of India [NHAI],,,0,
618846,,Tamil Nadu,National Highways Authority of India [NHAI],2565.63,24.0,0,0.0
618847,,Multi-States,National Highways Authority of India [NHAI],,,0,
618848,,Uttar Pradesh,National Highways Authority of India [NHAI],649.44,24.0,0,0.0
618849,,Chhattisgarh,National Highways Authority of India [NHAI],444.21,18.0,0,0.0
618850,,Himachal Pradesh,National Highways Authority of India [NHAI],1464.12,30.0,0,0.0
618851,,Himachal Pradesh,National Highways Authority of India [NHAI],3419.95,42.0,0,0.0
618852,,Himachal Pradesh,National Highways Authority of India [NHAI],191.11,24.0,0,0.0
618853,,Rajasthan,National Highways Authority of India [NHAI],353.3,24.0,0,0.0
618854,,Uttar Pradesh,National Highways Authority of India [NHAI],706.41,24.0,0,0.0
618855,,Uttar Pradesh,National Highways Authority of India [NHAI],838.68,24.0,0,0.0
618856,,Uttar Pradesh,National Highways Authority of India [NHAI],1101.79,24.0,0,0.0
618858,,Uttar Pradesh,National Highways Authority of India [NHAI],955.34,24.0,0,0.0
618859,,Uttar Pradesh,National Highways Authority of India [NHAI],575.66,24.0,0,0.0
618861,,Bihar,National Highways Authority of India [NHAI],897.45,27.0,0,0.0
618862,,Bihar,National Highways Authority of India [NHAI],2156.22,30.0,0,0.0
618863,,Jharkhand,National Highways Authority of India [NHAI],662.44,57.0,0,0.0
618864,,Uttar Pradesh,National Highways Authority of India [NHAI],1722.11,24.0,0,0.0
618865,,Uttar Pradesh,National Highways Authority of India [NHAI],1384.79,24.0,0,0.0
618866,,Uttar Pradesh,National Highways Authority of India [NHAI],2077.0,24.0,0,0.0
618867,,Uttar Pradesh,National Highways Authority of India [NHAI],2009.11,24.0,0,0.0
618868,,Uttar Pradesh,National Highways Authority of India [NHAI],2289.52,24.0,0,0.0
618869,,Uttar Pradesh,National Highways Authority of India [NHAI],1122.02,30.0,0,0.0
618870,,Karnataka,National Highways Authority of India [NHAI],883.62,24.0,0,0.0
618871,,Karnataka,National Highways Authority of India [NHAI],909.86,24.0,0,0.0
618872,,Karnataka,National Highways Authority of India [NHAI],1062.76,24.0,0,0.0
618873,,Karnataka,National Highways Authority of India [NHAI],1272.71,24.0,0,0.0
618874,,Tamil Nadu,National Highways Authority of India [NHAI],435.81,,0,0.0
618875,,Uttarakhand,National Highways Authority of India [NHAI],183.92,18.0,0,0.0
618876,,"Multi-States (Uttar Pradesh,",National Highways Authority of India [NHAI],,,0,
618878,,Himachal Pradesh,National Highways Authority of India [NHAI],696.65,24.0,0,0.0
618879,,Himachal Pradesh,National Highways Authority of India [NHAI],930.86,24.0,0,0.0
618880,,Himachal Pradesh,National Highways Authority of India [NHAI],815.68,21.0,0,0.0
618881,,Himachal Pradesh,National Highways Authority of India [NHAI],1113.02,30.0,0,0.0
618882,,"Multi-States (Bihar, Uttar",National Highways Authority of India [NHAI],,,0,
618883,,Uttar Pradesh,National Highways Authority of India [NHAI],1706.47,24.0,0,0.0
618884,,Uttar Pradesh,National Highways Authority of India [NHAI],1493.65,24.0,0,0.0
618885,,Uttar Pradesh,National Highways Authority of India [NHAI],617.88,24.0,0,0.0
618886,,"Multi-States (Uttar Pradesh,",National Highways Authority of India [NHAI],,,0,
618887,,Karnataka,National Highways Authority of India [NHAI],2082.98,24.0,0,0.0
618888,,Himachal Pradesh,National Highways Authority of India [NHAI],1146.19,24.0,0,0.0
618889,,Himachal Pradesh,National Highways Authority of India [NHAI],1322.95,24.0,0,0.0
618890,,Himachal Pradesh,National Highways Authority of India [NHAI],739.39,24.0,0,0.0
618891,,Himachal Pradesh,National Highways Authority of India [NHAI],1244.43,24.0,0,0.0
618892,,Himachal Pradesh,NHAI,992.85,24.0,0,0.0
618893,,Uttar Pradesh,National Highways Authority of India [NHAI],2966.63,30.0,0,0.0
618895,,Tamil Nadu,National Highways Authority of India [NHAI],1319.42,24.0,0,0.0
618896,,Karnataka,National Highways Authority of India [NHAI],1386.41,24.0,0,0.0
618897,,Tamil Nadu,National Highways Authority of India [NHAI],2356.19,24.0,0,0.0
618898,,Tamil Nadu,National Highways Authority of India [NHAI],1163.17,24.0,0,0.0
618899,,Tamil Nadu,National Highways Authority of India [NHAI],1499.12,24.0,0,0.0
618901,,Gujarat,National Highways Authority of India [NHAI],1181.34,24.0,0,0.0
618902,,Bihar,National Highways Authority of India [NHAI],662.44,24.0,0,0.0
618903,,Bihar,National Highways Authority of India [NHAI],1028.28,24.0,0,0.0
618904,,Bihar,National Highways Authority of India [NHAI],2127.86,30.0,0,0.0
618905,,Bihar,National Highways Authority of India [NHAI],470.5,24.0,0,0.0
618906,,Punjab,National Highways Authority of India [NHAI],857.91,24.0,0,0.0
618907,,Multi-States (Himachal,National Highways Authority of India [NHAI],,,0,
